,image-filename,percent-price-change,missing-values,image-for-training,label
86,AAL_2014-06-30.png,0.2483705772811918,0,1,undervalued
87,AAL_2014-09-30.png,0.487598647125141,0,1,undervalued
88,AAL_2014-12-31.png,-0.2553608055192989,0,1,overvalued
89,AAL_2015-03-31.png,-0.264304660856385,0,1,overvalued
90,AAL_2015-06-30.png,0.060473269062226,0,0,neutral
91,AAL_2015-09-30.png,0.0561421581251609,0,1,neutral
92,AAL_2015-12-31.png,-0.3315230224321134,0,1,overvalued
93,AAL_2016-03-31.png,-0.1072909046574006,0,1,overvalued
94,AAL_2016-06-30.png,0.6492405510420346,0,1,undervalued
95,AAL_2016-09-30.png,0.1554220158426658,0,0,neutral
96,AAL_2016-12-31.png,0.0777468408652817,0,1,neutral
97,AAL_2017-03-31.png,0.122695035460993,0,1,neutral
98,AAL_2017-06-30.png,0.0339825119236884,0,1,neutral
99,AAL_2017-09-30.png,0.0941250789639923,0,1,neutral
100,AAL_2017-12-31.png,-0.2704209110128772,0,1,overvalued
101,AAL_2018-03-31.png,-0.2045804464973056,0,1,overvalued
102,AAL_2018-06-30.png,-0.1541095890410959,0,1,overvalued
103,AAL_2018-09-30.png,-0.2315509315267359,0,1,overvalued
104,AAL_2018-12-31.png,0.0155714730613516,0,1,neutral
105,AAL_2019-03-31.png,-0.1508186397984887,0,0,overvalued
106,AAL_2019-06-30.png,-0.1205151793928242,0,1,overvalued
107,AAL_2019-09-30.png,-0.5480163144234335,0,1,overvalued
108,AAL_2019-12-31.png,-0.5442817294281729,0,1,overvalued
109,AAL_2020-03-31.png,0.0082034454470877,0,1,neutral
110,AAL_2020-06-30.png,0.2065799540933434,0,1,neutral
111,AAL_2020-09-30.png,0.9446704637917006,0,1,extremely_undervalued
112,AAL_2020-12-31.png,0.3449587824984148,0,0,undervalued
113,AAL_2021-03-31.png,-0.1414225941422593,0,1,overvalued
114,AAMRQ_1998-03-31.png,-0.225661368271084,0,1,overvalued
115,AAMRQ_1998-06-30.png,-0.2867867867867867,0,0,overvalued
116,AAMRQ_1998-09-30.png,0.056351239222194,0,1,neutral
117,AAMRQ_1998-12-31.png,0.1494736842105263,0,1,neutral
118,AAMRQ_1999-03-31.png,-0.069362385164441,0,1,overvalued
119,AAMRQ_1999-06-30.png,-0.0183150183150183,0,1,neutral
120,AAMRQ_1999-09-30.png,-0.4151376146788991,0,0,overvalued
121,AAMRQ_1999-12-31.png,-0.6054029850746269,0,1,overvalued
122,AAMRQ_2000-03-31.png,0.0255058823529412,0,1,neutral
123,AAMRQ_2000-06-30.png,0.4822603827823589,0,1,undervalued
124,AAMRQ_2000-09-30.png,0.0744003915810081,0,1,neutral
125,AAMRQ_2000-12-31.png,-0.0780340920690007,0,1,overvalued
126,AAMRQ_2001-03-31.png,-0.45501138952164,0,1,overvalued
127,AAMRQ_2001-06-30.png,-0.3827843897038472,0,1,overvalued
128,AAMRQ_2001-09-30.png,0.3798328108672936,0,1,undervalued
129,AAMRQ_2001-12-31.png,-0.2439461883408072,0,1,overvalued
130,AAMRQ_2002-03-31.png,-0.841726618705036,0,0,extremely_overvalued
131,AAMRQ_2002-06-30.png,-0.608540925266904,0,1,overvalued
132,AAMRQ_2002-09-30.png,-0.4976076555023923,0,1,overvalued
133,AAMRQ_2002-12-31.png,0.6666666666666667,0,1,undervalued
134,AAMRQ_2003-03-31.png,4.452380952380952,0,1,extremely_undervalued
135,AAMRQ_2003-06-30.png,0.1772727272727272,0,1,neutral
136,AAMRQ_2003-09-30.png,0.1117903930131005,0,1,neutral
137,AAMRQ_2003-12-31.png,-0.0648648648648648,0,1,overvalued
138,AAMRQ_2004-03-31.png,-0.4241948153967007,0,1,overvalued
139,AAMRQ_2004-06-30.png,-0.0957886044591247,0,1,overvalued
140,AAMRQ_2004-09-30.png,0.4597544338335605,0,1,undervalued
141,AAMRQ_2004-12-31.png,0.1059360730593607,0,1,neutral
142,AAMRQ_2005-03-31.png,0.0448598130841121,0,0,neutral
143,AAMRQ_2005-06-30.png,0.8356729975227086,0,0,undervalued
144,AAMRQ_2005-09-30.png,1.4194991055456172,0,1,extremely_undervalued
145,AAMRQ_2005-12-31.png,0.1434997750787225,0,1,neutral
146,AAMRQ_2006-03-31.png,-0.144547134935305,0,1,overvalued
147,AAMRQ_2006-06-30.png,0.1892210857592446,0,1,neutral
148,AAMRQ_2006-09-30.png,0.3159031979256698,0,1,undervalued
149,AAMRQ_2006-12-31.png,-0.1283493218656962,0,1,overvalued
150,AAMRQ_2007-03-31.png,-0.2679802955665025,0,1,overvalued
151,AAMRQ_2007-06-30.png,-0.4675521821631879,0,1,overvalued
152,AAMRQ_2007-09-30.png,-0.5953342305966801,0,1,overvalued
153,AAMRQ_2007-12-31.png,-0.6350677120456166,0,1,overvalued
154,AAMRQ_2008-03-31.png,0.0886917960088692,0,1,neutral
155,AAMRQ_2008-06-30.png,1.083984375,0,1,extremely_undervalued
156,AAMRQ_2008-09-30.png,-0.675152749490835,0,1,overvalued
157,AAMRQ_2008-12-31.png,-0.6232427366447986,0,1,overvalued
158,AAMRQ_2009-03-31.png,1.4921630094043887,0,1,extremely_undervalued
159,AAMRQ_2009-06-30.png,0.9228855721393038,0,0,extremely_undervalued
160,AAMRQ_2009-09-30.png,0.1459119496855345,0,1,neutral
161,AAMRQ_2009-12-31.png,-0.1228978007761966,0,1,overvalued
162,AAMRQ_2010-03-31.png,-0.3117453347969264,0,1,overvalued
163,AAMRQ_2010-06-30.png,0.1489675516224188,0,1,neutral
164,AAMRQ_2010-09-30.png,0.0303030303030303,0,1,neutral
165,AAMRQ_2010-12-31.png,-0.3068035943517329,0,1,overvalued
166,AAMRQ_2011-03-31.png,-0.541795665634675,0,1,overvalued
167,AAMRQ_2011-06-30.png,-0.9351851851851852,0,1,extremely_overvalued
168,AAMRQ_2011-09-30.png,-0.8344594594594594,0,1,extremely_overvalued
169,AAMRQ_2011-12-31.png,0.5714285714285716,0,1,undervalued
170,AAMRQ_2012-03-31.png,-0.2448979591836734,0,0,overvalued
171,AAMRQ_2012-06-30.png,0.4545454545454545,0,1,undervalued
172,AAMRQ_2012-09-30.png,10.216216216216218,0,1,extremely_undervalued
173,AAMRQ_2012-12-31.png,4.0375000000000005,0,1,extremely_undervalued
174,AAMRQ_2013-03-31.png,-0.0096385542168674,0,1,neutral
175,AAP_2001-12-31.png,0.0310527322578589,0,1,neutral
176,AAP_2002-03-31.png,0.0653986920261594,0,1,neutral
177,AAP_2002-06-30.png,0.0129870129870128,0,1,neutral
178,AAP_2002-09-30.png,-0.1049726868277299,0,1,overvalued
179,AAP_2002-12-31.png,0.2924297924297926,0,0,undervalued
180,AAP_2003-03-31.png,0.5520669477128296,0,1,undervalued
181,AAP_2003-06-30.png,0.2820028341993386,0,1,undervalued
182,AAP_2003-09-30.png,0.1954027648275021,0,1,neutral
183,AAP_2003-12-31.png,-0.0805821665438467,0,1,overvalued
184,AAP_2004-03-31.png,-0.2046325499372604,0,1,overvalued
185,AAP_2004-06-30.png,0.166993948623412,0,1,neutral
186,AAP_2004-09-30.png,0.4519677653178697,0,1,undervalued
187,AAP_2004-12-31.png,0.4883241758241758,0,1,undervalued
188,AAP_2005-03-31.png,0.1391066866355388,0,1,neutral
189,AAP_2005-06-30.png,0.0027688047992615,0,1,neutral
190,AAP_2005-09-30.png,0.0033513792214488,0,0,neutral
191,AAP_2005-12-31.png,-0.3317993557294064,0,1,overvalued
192,AAP_2006-03-31.png,-0.1120246659815004,0,1,overvalued
193,AAP_2006-06-30.png,0.2245179063360882,0,1,undervalued
194,AAP_2006-09-30.png,0.1805555555555553,0,0,neutral
195,AAP_2006-12-31.png,0.1192350956130482,0,1,neutral
196,AAP_2007-03-31.png,-0.1289215686274509,0,1,overvalued
197,AAP_2007-06-30.png,-0.0409547738693466,0,1,neutral
198,AAP_2007-09-30.png,-0.0157568936409679,0,1,neutral
199,AAP_2007-12-31.png,-0.0356300759758972,0,0,neutral
200,AAP_2008-03-31.png,0.0506003430531733,0,1,neutral
201,AAP_2008-06-30.png,-0.0725346373268134,0,1,overvalued
202,AAP_2008-09-30.png,0.16,0,0,neutral
203,AAP_2008-12-31.png,0.3257176332747509,0,1,undervalued
204,AAP_2009-03-31.png,-0.0975838611306592,0,1,overvalued
205,AAP_2009-06-30.png,-0.1056120194432169,0,0,overvalued
206,AAP_2009-09-30.png,0.1985963088120613,0,1,neutral
207,AAP_2009-12-31.png,0.2682806324110673,0,1,undervalued
208,AAP_2010-03-31.png,0.2697896334851442,0,1,undervalued
209,AAP_2010-06-30.png,0.2884690299961044,0,1,undervalued
210,AAP_2010-09-30.png,0.1344150298889838,0,1,neutral
211,AAP_2010-12-31.png,-0.1611489040060469,0,1,overvalued
212,AAP_2011-03-31.png,-0.1111111111111111,0,0,overvalued
213,AAP_2011-06-30.png,0.2548206884123264,0,1,undervalued
214,AAP_2011-09-30.png,0.5376016260162602,0,1,undervalued
215,AAP_2011-12-31.png,0.0282924026999856,0,0,neutral
216,AAP_2012-03-31.png,-0.2303370786516853,0,0,overvalued
217,AAP_2012-06-30.png,-0.0012569832402233,0,1,neutral
218,AAP_2012-09-30.png,0.1439816802633462,0,0,neutral
219,AAP_2012-12-31.png,0.1560620892182911,0,1,neutral
220,AAP_2013-03-31.png,0.040410359064181,0,1,neutral
221,AAP_2013-06-30.png,0.329623805491714,0,1,undervalued
222,AAP_2013-09-30.png,0.4531024531024532,0,0,undervalued
223,AAP_2013-12-31.png,0.2126091703056767,0,0,undervalued
224,AAP_2014-03-31.png,0.1182555445216815,0,1,neutral
225,AAP_2014-06-30.png,0.1895866156500863,0,1,neutral
226,AAP_2014-09-30.png,0.0997557907200475,0,1,neutral
227,AAP_2014-12-31.png,0.0702573158425831,0,1,neutral
228,AAP_2015-03-31.png,0.2752843011910369,0,1,undervalued
229,AAP_2015-06-30.png,-0.1130819092516205,0,0,overvalued
230,AAP_2015-09-30.png,-0.1642043056141832,0,1,overvalued
231,AAP_2015-12-31.png,0.0935486014218325,0,1,neutral
232,AAP_2016-03-31.png,-0.0648358585858586,0,1,overvalued
233,AAP_2016-06-30.png,0.0275229357798165,0,0,neutral
234,AAP_2016-09-30.png,-0.0087085667994328,0,1,neutral
235,AAP_2016-12-31.png,-0.3966414380321665,0,1,overvalued
236,AAP_2017-03-31.png,-0.3578725143012802,0,1,overvalued
237,AAP_2017-06-30.png,-0.023030184241474,0,1,neutral
238,AAP_2017-09-30.png,0.1004348287199066,0,1,neutral
239,AAP_2017-12-31.png,0.397732972213863,0,0,undervalued
240,AAP_2018-03-31.png,0.5982074016962221,0,1,undervalued
241,AAP_2018-06-30.png,0.115688244581599,0,1,neutral
242,AAP_2018-09-30.png,0.057709702707592,0,1,neutral
243,AAP_2018-12-31.png,0.0200694712466229,0,1,neutral
244,AAP_2019-03-31.png,-0.0881413911060433,0,1,overvalued
245,AAP_2019-06-30.png,-0.0014503720519612,0,1,neutral
246,AAP_2019-09-30.png,-0.2568463173690133,0,0,overvalued
247,AAP_2019-12-31.png,-0.1509314808967477,0,0,overvalued
248,AAP_2020-03-31.png,0.3082618206293118,0,1,undervalued
249,AAP_2020-06-30.png,0.1715135738192637,0,1,neutral
250,AAP_2020-09-30.png,0.2845659163987138,0,0,undervalued
251,AAP_2020-12-31.png,0.3069011491333884,0,1,undervalued
252,AAPL_1998-03-31.png,0.4416666666666666,0,1,undervalued
253,AAPL_1998-06-30.png,0.3888888888888888,0,1,undervalued
254,AAPL_1998-09-30.png,-0.1416184971098265,0,1,overvalued
255,AAPL_1998-12-31.png,0.0771428571428572,0,1,neutral
256,AAPL_1999-03-31.png,0.9528619528619529,0,1,extremely_undervalued
257,AAPL_1999-06-30.png,1.4350132625994696,0,1,extremely_undervalued
258,AAPL_1999-09-30.png,1.0896551724137933,0,1,extremely_undervalued
259,AAPL_1999-12-31.png,0.0185185185185185,0,0,neutral
260,AAPL_2000-03-31.png,-0.6204620462046205,0,1,overvalued
261,AAPL_2000-06-30.png,-0.7155080213903743,0,1,extremely_overvalued
262,AAPL_2000-09-30.png,-0.1434782608695652,0,1,overvalued
263,AAPL_2000-12-31.png,0.5601503759398495,0,1,undervalued
264,AAPL_2001-03-31.png,-0.2969543147208121,0,1,overvalued
265,AAPL_2001-06-30.png,-0.033734939759036,0,1,neutral
266,AAPL_2001-09-30.png,0.5270758122743681,0,1,undervalued
267,AAPL_2001-12-31.png,-0.2094763092269327,0,1,overvalued
268,AAPL_2002-03-31.png,-0.3782505910165484,0,0,overvalued
269,AAPL_2002-06-30.png,-0.2082018927444795,0,1,overvalued
270,AAPL_2002-09-30.png,-0.0114068441064638,0,1,neutral
271,AAPL_2002-12-31.png,0.3346613545816734,1,1,undervalued
272,AAPL_2003-06-30.png,0.1074626865671641,0,1,neutral
273,AAPL_2003-09-30.png,0.3089430894308942,0,1,undervalued
274,AAPL_2003-12-31.png,0.6226415094339622,0,1,undervalued
275,AAPL_2004-03-31.png,0.3788819875776398,0,1,undervalued
276,AAPL_2004-06-30.png,0.898671096345515,0,1,extremely_undervalued
277,AAPL_2004-09-30.png,1.279279279279279,0,1,extremely_undervalued
278,AAPL_2004-12-31.png,0.1802274715660542,0,1,neutral
279,AAPL_2005-03-31.png,0.2516469038208168,0,1,undervalued
280,AAPL_2005-06-30.png,0.9028910303928838,0,1,extremely_undervalued
281,AAPL_2005-09-30.png,0.1789473684210528,0,1,neutral
282,AAPL_2005-12-31.png,-0.2033502142578886,0,0,overvalued
283,AAPL_2006-03-31.png,0.2272321428571428,0,1,undervalued
284,AAPL_2006-06-30.png,0.4816625916870415,0,1,undervalued
285,AAPL_2006-09-30.png,0.2069843579483448,0,1,neutral
286,AAPL_2006-12-31.png,0.4386138613861387,0,0,undervalued
287,AAPL_2007-03-31.png,0.6518987341772151,0,1,undervalued
288,AAPL_2007-06-30.png,0.6373021335168616,0,1,undervalued
289,AAPL_2007-09-30.png,-0.0682357234081371,0,1,overvalued
290,AAPL_2007-12-31.png,-0.1488020176544766,0,1,overvalued
291,AAPL_2008-03-31.png,-0.1031916976698649,0,1,overvalued
292,AAPL_2008-06-30.png,-0.4954732510288066,0,1,overvalued
293,AAPL_2008-09-30.png,-0.1668122270742358,0,1,overvalued
294,AAPL_2008-12-31.png,0.6597063621533441,0,1,undervalued
295,AAPL_2009-03-31.png,0.7067610062893083,0,1,undervalued
296,AAPL_2009-06-30.png,0.467662669549833,0,1,undervalued
297,AAPL_2009-09-30.png,0.2660832181790266,0,1,undervalued
298,AAPL_2009-12-31.png,0.2757835521028663,0,1,undervalued
299,AAPL_2010-03-31.png,0.2660683967984476,0,1,undervalued
300,AAPL_2010-06-30.png,0.2133333333333333,0,1,undervalued
301,AAPL_2010-09-30.png,0.2025862068965517,0,1,neutral
302,AAPL_2010-12-31.png,0.0084797092671107,0,1,neutral
303,AAPL_2011-03-31.png,0.1500597371565113,0,1,neutral
304,AAPL_2011-06-30.png,0.2410124410124411,0,1,undervalued
305,AAPL_2011-09-30.png,0.4829974374956715,0,0,undervalued
306,AAPL_2011-12-31.png,0.4419939159292034,0,1,undervalued
307,AAPL_2012-03-31.png,0.1126418530799046,0,0,neutral
308,AAPL_2012-06-30.png,-0.1273912835019418,0,1,overvalued
309,AAPL_2012-09-30.png,-0.3364533053515215,0,1,overvalued
310,AAPL_2012-12-31.png,-0.2218681318681317,0,1,overvalued
311,AAPL_2013-03-31.png,0.0905813144411411,0,1,neutral
312,AAPL_2013-06-30.png,0.4124417455161699,0,1,undervalued
313,AAPL_2013-09-30.png,0.1121164665622643,0,1,neutral
314,AAPL_2013-12-31.png,0.1495775633654952,0,1,neutral
315,AAPL_2014-03-31.png,0.3136539063314905,0,1,undervalued
316,AAPL_2014-06-30.png,0.239269406392694,0,1,undervalued
317,AAPL_2014-09-30.png,0.2232809274257584,0,1,undervalued
318,AAPL_2014-12-31.png,0.1119766993016808,0,1,neutral
319,AAPL_2015-03-31.png,-0.069291185252499,0,1,overvalued
320,AAPL_2015-06-30.png,-0.147689977278465,0,1,overvalued
321,AAPL_2015-09-30.png,-0.0787739303274401,0,1,overvalued
322,AAPL_2015-12-31.png,-0.1354413507109003,0,1,overvalued
323,AAPL_2016-03-31.png,0.0665833901128019,0,0,neutral
324,AAPL_2016-06-30.png,0.2400428265524623,0,1,undervalued
325,AAPL_2016-09-30.png,0.2746211449054193,0,1,undervalued
326,AAPL_2016-12-31.png,0.2434812640303921,0,0,undervalued
327,AAPL_2017-03-31.png,0.0728108032855353,0,1,neutral
328,AAPL_2017-06-30.png,0.1750312456603249,0,1,neutral
329,AAPL_2017-09-30.png,0.0886322346223721,0,1,neutral
330,AAPL_2017-12-31.png,0.0938615359160421,0,1,neutral
331,AAPL_2018-03-31.png,0.3454523781141972,0,0,undervalued
332,AAPL_2018-06-30.png,-0.1560352651367819,0,1,overvalued
333,AAPL_2018-09-30.png,-0.1585540887746965,0,1,overvalued
334,AAPL_2018-12-31.png,0.2668663747855697,0,1,undervalued
335,AAPL_2019-03-31.png,0.1519994945985216,0,1,neutral
336,AAPL_2019-06-30.png,0.4642279708973324,0,0,undervalued
337,AAPL_2019-09-30.png,0.1321634219906773,0,1,neutral
338,AAPL_2019-12-31.png,0.2202484472049688,0,1,undervalued
339,AAPL_2020-03-31.png,0.8128683297004924,0,1,undervalued
340,AAPL_2020-06-30.png,0.4927550985781669,0,1,undervalued
341,AAPL_2020-09-30.png,0.0795333095831848,0,1,neutral
342,AAPL_2020-12-31.png,0.0086383268924756,0,1,neutral
343,ABBV_2013-03-31.png,0.0968612064737615,0,0,neutral
344,ABBV_2013-06-30.png,0.2774552491533623,0,0,undervalued
345,ABBV_2013-09-30.png,0.1491169237648111,0,1,neutral
346,ABBV_2013-12-31.png,0.0687369816322665,0,1,neutral
347,ABBV_2014-03-31.png,0.1237354085603112,0,1,neutral
348,ABBV_2014-06-30.png,0.1594613749114103,0,1,neutral
349,ABBV_2014-09-30.png,0.0135041551246537,0,1,neutral
350,ABBV_2014-12-31.png,0.026742053789731,0,0,neutral
351,ABBV_2015-03-31.png,-0.0705500512470106,0,1,overvalued
352,ABBV_2015-06-30.png,-0.1183211787468372,0,1,overvalued
353,ABBV_2015-09-30.png,0.0498070207682411,0,1,neutral
354,ABBV_2015-12-31.png,0.0450708980418635,0,1,neutral
355,ABBV_2016-03-31.png,0.1041666666666667,0,1,neutral
356,ABBV_2016-06-30.png,0.011468260377968,0,1,neutral
357,ABBV_2016-09-30.png,0.0331377834152528,0,0,neutral
358,ABBV_2016-12-31.png,0.1579367614180774,0,0,neutral
359,ABBV_2017-03-31.png,0.3637200736648251,0,1,undervalued
360,ABBV_2017-06-30.png,0.3337470693697419,0,0,undervalued
361,ABBV_2017-09-30.png,0.0651586765698852,0,1,neutral
362,ABBV_2017-12-31.png,-0.0419811808499636,0,1,neutral
363,ABBV_2018-03-31.png,-0.0007395668251453,0,0,neutral
364,ABBV_2018-06-30.png,-0.004964921748516,0,1,neutral
365,ABBV_2018-09-30.png,-0.1479171072108267,0,1,overvalued
366,ABBV_2018-12-31.png,-0.2111942726976895,0,1,overvalued
367,ABBV_2019-03-31.png,-0.0604293336642263,0,1,overvalued
368,ABBV_2019-06-30.png,0.2175467546754676,0,1,undervalued
369,ABBV_2019-09-30.png,0.0062070787110406,0,0,neutral
370,ABBV_2019-12-31.png,0.108877343573526,0,1,neutral
371,ABBV_2020-03-31.png,0.1496259351620948,0,1,neutral
372,ABBV_2020-06-30.png,0.0913628030148706,0,1,neutral
373,ABBV_2020-09-30.png,0.2355291699965749,0,0,undervalued
374,ABBV_2020-12-31.png,0.0512365842277181,0,1,neutral
375,ABC_1998-09-30.png,0.2559882439382808,0,1,undervalued
376,ABC_1998-12-31.png,-0.2153846153846154,0,0,overvalued
377,ABC_1999-03-31.png,-0.307008307008307,0,0,overvalued
378,ABC_1999-06-30.png,-0.4043921568627451,0,0,overvalued
379,ABC_1999-09-30.png,-0.366874894479149,0,1,overvalued
380,ABC_1999-12-31.png,1.0424018962338688,0,1,extremely_undervalued
381,ABC_2000-03-31.png,2.1333333333333333,0,1,extremely_undervalued
382,ABC_2000-06-30.png,0.6279819471308833,0,1,undervalued
383,ABC_2000-09-30.png,0.0435744680851064,0,1,neutral
384,ABC_2000-12-31.png,0.096079207920792,0,1,neutral
385,ABC_2001-03-31.png,0.4465829391616375,0,1,undervalued
386,ABC_2001-06-30.png,0.1480705304234717,0,0,neutral
387,ABC_2001-09-30.png,-0.0373773818919833,0,1,neutral
388,ABC_2001-12-31.png,0.1959463712469314,0,0,neutral
389,ABC_2002-03-31.png,0.0456808199121523,0,1,neutral
390,ABC_2002-06-30.png,-0.2853684210526316,0,1,overvalued
391,ABC_2002-09-30.png,-0.2649117894147297,0,1,overvalued
392,ABC_2002-12-31.png,0.2768448961555457,0,1,undervalued
393,ABC_2003-03-31.png,0.0294857142857143,0,1,neutral
394,ABC_2003-06-30.png,-0.1903443502336043,0,1,overvalued
395,ABC_2003-09-30.png,0.0116933096506808,0,1,neutral
396,ABC_2003-12-31.png,0.0646861865070883,0,0,neutral
397,ABC_2004-03-31.png,-0.017702999268471,0,1,neutral
398,ABC_2004-06-30.png,-0.0184008029441284,0,0,neutral
399,ABC_2004-09-30.png,0.0665773011617514,0,1,neutral
400,ABC_2004-12-31.png,0.1784594410361281,0,1,neutral
401,ABC_2005-03-31.png,0.3493227202904622,0,1,undervalued
402,ABC_2005-06-30.png,0.1973623322535862,0,1,neutral
403,ABC_2005-09-30.png,0.2489003880983183,0,1,undervalued
404,ABC_2005-12-31.png,0.01256038647343,0,1,neutral
405,ABC_2006-03-31.png,-0.0636005800704371,0,1,overvalued
406,ABC_2006-06-30.png,0.0725190839694656,0,1,neutral
407,ABC_2006-09-30.png,0.1670353982300884,0,1,neutral
408,ABC_2006-12-31.png,0.1003113879003558,0,1,neutral
409,ABC_2007-03-31.png,-0.1406635071090047,0,0,overvalued
410,ABC_2007-06-30.png,-0.0929856478673944,0,1,overvalued
411,ABC_2007-09-30.png,-0.0959629384513567,0,1,overvalued
412,ABC_2007-12-31.png,-0.108758636059728,0,0,overvalued
413,ABC_2008-03-31.png,-0.0812591508052708,0,1,overvalued
414,ABC_2008-06-30.png,-0.1082770692673169,0,1,overvalued
415,ABC_2008-09-30.png,-0.1325365205843294,0,0,overvalued
416,ABC_2008-12-31.png,-0.0050476724621424,0,1,neutral
