,image-filename,percent-price-change,missing-values,label,train
0,A_1998-06-30.png,,121,0,0
1,A_1998-09-30.png,,26,0,0
2,A_1998-12-31.png,,118,0,0
3,A_1999-03-31.png,,118,0,0
4,A_1999-06-30.png,,24,0,0
5,A_1999-09-30.png,,23,0,0
6,A_1999-12-31.png,-0.38434808883517146,1,0,0
7,A_2000-03-31.png,-0.4774906916393997,1,0,0
8,A_2000-06-30.png,0.3386503067484662,1,0,0
9,A_2000-09-30.png,-0.15763334053120284,0,0,0
10,A_2000-12-31.png,-0.4755270394133822,0,0,0
11,A_2001-03-31.png,-0.42912073827223784,0,0,0
12,A_2001-06-30.png,0.06081789584061524,0,0,0
13,A_2001-09-30.png,0.34934889986528966,0,0,0
14,A_2001-12-31.png,-0.37792421746293253,0,0,0
15,A_2002-03-31.png,-0.5424292845257903,0,0,0
16,A_2002-06-30.png,-0.12711864406779655,0,0,0
17,A_2002-09-30.png,0.16509090909090907,0,0,0
18,A_2002-12-31.png,0.31856796116504854,0,0,0
19,A_2003-03-31.png,0.5555555555555557,0,0,0
20,A_2003-06-30.png,0.6962724344224573,0,0,0
21,A_2003-09-30.png,0.08386837881219902,0,0,0
22,A_2003-12-31.png,-0.3540423223005969,0,0,0
23,A_2004-03-31.png,-0.07219548315438737,0,0,0
24,A_2004-06-30.png,-0.0713985720285594,0,0,0
25,A_2004-09-30.png,-0.17198723064644847,0,0,0
26,A_2004-12-31.png,0.18679330619629123,0,0,0
27,A_2005-03-31.png,0.5426506024096385,0,0,0
28,A_2005-06-30.png,0.2923018292682926,0,0,0
29,A_2005-09-30.png,0.20024992189940657,0,0,0
30,A_2005-12-31.png,-0.16130934827484505,0,0,0
31,A_2006-03-31.png,-0.07339927121290994,0,0,0
32,A_2006-06-30.png,0.12517580872011247,0,0,0
33,A_2006-09-30.png,-0.03455056179775292,0,0,0
34,A_2006-12-31.png,0.19218749999999996,0,0,0
35,A_2007-03-31.png,0.0721559499563574,0,0,0
36,A_2007-06-30.png,-0.11245085190039317,0,0,0
37,A_2007-09-30.png,-0.1801899592944369,0,0,0
38,A_2007-12-31.png,0.06497341996456003,0,0,0
39,A_2008-03-31.png,-0.2654750082754055,0,0,0
40,A_2008-06-30.png,-0.49861342207432063,0,0,0
41,A_2008-09-30.png,-0.1771068048670572,0,0,0
42,A_2008-12-31.png,0.28429203539823017,0,0,0
43,A_2009-03-31.png,0.35487404162102937,0,0,0
44,A_2009-06-30.png,0.20714900947459097,0,0,0
45,A_2009-09-30.png,0.46564268391269203,0,0,0
46,A_2009-12-31.png,-0.003567606136282605,0,0,0
47,A_2010-03-31.png,-0.040264754550468865,0,0,0
48,A_2010-06-30.png,0.497672753311851,0,0,0
49,A_2010-09-30.png,0.4341954022988506,0,0,0
50,A_2010-12-31.png,0.007889074826679375,0,0,0
51,A_2011-03-31.png,-0.25726307353235817,0,0,0
52,A_2011-06-30.png,0.007352941176470643,0,0,0
53,A_2011-09-30.png,0.1378473158888589,0,0,0
54,A_2011-12-31.png,-0.09842241582293383,0,0,0
55,A_2012-03-31.png,-0.14675201517306774,0,0,0
56,A_2012-06-30.png,0.1694959519456778,0,0,0
57,A_2012-09-30.png,0.1514309530425117,0,0,0
58,A_2012-12-31.png,-0.0011165698972756646,0,0,0
59,A_2013-03-31.png,0.22490347490347493,0,0,0
60,A_2013-06-30.png,0.3000223563603846,0,0,0
61,A_2013-09-30.png,0.06461780929866039,0,0,0
62,A_2013-12-31.png,-0.035425623387790116,0,0,0
63,A_2014-03-31.png,0.022945965951147337,0,0,0
64,A_2014-06-30.png,-0.3266179354608664,0,0,0
65,A_2014-09-30.png,-0.2516280752532562,0,0,0
66,A_2014-12-31.png,0.0841938046068308,0,0,0
67,A_2015-03-31.png,-0.08726130045927,0,0,0
68,A_2015-06-30.png,-0.08058608058608069,0,0,0
69,A_2015-09-30.png,0.0836864406779662,0,0,0
70,A_2015-12-31.png,0.27782204515272246,0,0,0
71,A_2016-03-31.png,0.06476050830889536,0,0,0
72,A_2016-06-30.png,0.017875701517356048,0,0,0
73,A_2016-09-30.png,0.26348404865733294,0,0,0
74,A_2016-12-31.png,0.22095160302225852,0,0,0
75,A_2017-03-31.png,0.2357856494096277,0,0,0
76,A_2017-06-30.png,0.22813179461448416,0,0,0
77,A_2017-09-30.png,-0.03366161987358528,0,0,0
78,A_2017-12-31.png,-0.10064006536837805,0,0,0
79,A_2018-03-31.png,-0.01445086705202295,0,0,0
80,A_2018-06-30.png,0.15157480314960614,0,0,0
81,A_2018-09-30.png,0.21160672943355444,0,0,0
82,A_2018-12-31.png,-0.08731097961867194,0,0,0
83,A_2019-03-31.png,-0.03503184713375796,0,0,0
84,A_2019-06-30.png,0.18945396916870777,0,0,0
85,A_2019-09-30.png,0.012013201320131969,0,0,0
86,A_2019-12-31.png,0.16678779069767435,0,0,0
87,A_2020-03-31.png,0.331724497782416,0,0,0
88,A_2020-06-30.png,0.24748261185508152,0,0,0
89,A_2020-09-30.png,0.30904104221765094,0,0,0
90,A_2020-12-31.png,0.27511026046434206,0,0,0
91,AAL_2012-12-31.png,,75,0,0
92,AAL_2013-03-31.png,,121,0,0
93,AAL_2013-06-30.png,,121,0,0
94,AAL_2013-09-30.png,,121,0,0
95,AAL_2013-12-31.png,0.7013861386138615,4,0,0
96,AAL_2014-03-31.png,-0.030601092896174985,0,0,0
97,AAL_2014-06-30.png,0.24837057728119183,0,0,0
98,AAL_2014-09-30.png,0.48759864712514106,0,0,0
99,AAL_2014-12-31.png,-0.2553608055192989,0,0,0
100,AAL_2015-03-31.png,-0.26430466085638504,0,0,0
101,AAL_2015-06-30.png,0.060473269062226095,0,0,0
102,AAL_2015-09-30.png,0.056142158125160956,0,0,0
103,AAL_2015-12-31.png,-0.3315230224321134,0,0,0
104,AAL_2016-03-31.png,-0.1072909046574006,0,0,0
105,AAL_2016-06-30.png,0.6492405510420346,0,0,0
106,AAL_2016-09-30.png,0.15542201584266588,0,0,0
107,AAL_2016-12-31.png,0.0777468408652817,0,0,0
108,AAL_2017-03-31.png,0.12269503546099303,0,0,0
109,AAL_2017-06-30.png,0.03398251192368841,0,0,0
110,AAL_2017-09-30.png,0.09412507896399239,0,0,0
111,AAL_2017-12-31.png,-0.2704209110128772,0,0,0
112,AAL_2018-03-31.png,-0.20458044649730567,0,0,0
113,AAL_2018-06-30.png,-0.15410958904109592,0,0,0
114,AAL_2018-09-30.png,-0.23155093152673595,0,0,0
115,AAL_2018-12-31.png,0.015571473061351605,0,0,0
116,AAL_2019-03-31.png,-0.15081863979848875,0,0,0
117,AAL_2019-06-30.png,-0.12051517939282429,0,0,0
118,AAL_2019-09-30.png,-0.5480163144234335,0,0,0
119,AAL_2019-12-31.png,-0.5442817294281729,0,0,0
120,AAL_2020-03-31.png,0.008203445447087747,0,0,0
121,AAL_2020-06-30.png,0.20657995409334348,0,0,0
122,AAL_2020-09-30.png,0.9446704637917006,0,0,0
123,AAL_2020-12-31.png,0.34495878249841483,0,0,0
124,AAL_2021-03-31.png,-0.14142259414225938,0,0,0
125,AAMRQ_1998-03-31.png,-0.22566136827108407,0,0,0
