,ticker,dimension,calendardate,dps,sharefactor,shareswa,price,divyield,cor,gp,opex,opinc,revenue,sgna,intexp,taxexp,rnd,prefdivis,consolinc,ebit,ebt,netinc,netinccmn,netincdis,netincnci,grossmargin,netmargin,capex,ncfbus,ncfi,ncfinv,depamor,ncfcommon,ncfdebt,ncfdiv,ncff,ncfo,sbcomp,fcf,ncf,ebitda,ebitdamargin,ncfx,eps,epsusd,payoutratio,sps,fcfps,epsdil,debt,payables,taxliabilities,accoci,deferredrev,deposits,cashneq,receivables,ppnenet,taxassets,intangibles,inventory,investments,equity,liabilities,assets,invcap,tangibles,de,bvps,tbvps,pe1,ps1,sharesbas,marketcap,pb,ps,pe,retearn,ev,evebit,evebitda,investmentsc,assetsc,debtc
0,FJ,MRY,1999-12-31,0.003260869565217391,0.018049889895671637,0.008303979085447765,0.0020554139292100738,0.0024839110308230777,0.17468597835799451,0.25179530236560943,0.10686059866484818,0.3929675293949593,0.137185768409621,0.0653486363673051,0.30743779916890224,0.5649496591972201,0.028826205771046484,0.013660192605251613,0.4869977557373489,0.41458963683226013,0.4539658748856216,0.4866994040942916,0.4876986946745447,0.464216147378475,0.3351357316265725,0.3631652803800594,0.9896848387816377,0.4906711550599621,0.292247353641536,0.33832200005959656,0.37797443342690873,0.1825792958123005,0.7758639563633619,0.7750886606839978,0.9153636756811764,0.48873769842322473,0.4733465503568597,0.11044585987261146,0.45439649259571485,0.3211320098490627,0.39107725245019437,0.9845205186357172,0.44669406503082315,0.7265542797240303,0.7265542797240303,0.5279035250463823,0.017185519816643024,0.5163359843093853,0.6168654218576234,0.0009139604939835649,0.0017284219460171754,0.016657499083241656,0.3951808344305464,0.0,0.0,4.861897988540386e-05,0.0022455727697425795,0.01702992690447495,0.003323827120822622,0.0017888192034206769,0.0011793318512108146,1.1298493413537448e-06,0.16431152290709128,0.0062857965376423505,0.0017455828927008363,0.0013203660765859712,0.0016184075277811314,0.5689744345672849,0.8321028887790417,0.0018365678805280332,0.4230127663154353,0.0037520000894742888,0.008201527823856402,0.0026148254532530274,0.9754182481760751,0.0037153968292418286,0.6829400998976369,0.21366112617188257,0.02747039889040313,0.37263396741047283,0.6828717633852501,0.0,0.009915078685075322,0.0005796186548034746
1,FJ,MRY,1998-12-31,0.003260869565217391,0.018049889895671637,0.008212757582500903,0.002856127089241275,0.0018064807496895113,0.1743374153194538,0.25243466761822797,0.10594537362716244,0.39433036630985013,0.1371475114462366,0.06452940749170682,0.30810583346483617,0.5661123980932863,0.028826205771046484,0.013710999745964299,0.48690653731991607,0.415067625229512,0.45431987843807836,0.4866072386451191,0.48758529391724176,0.4637877888887281,0.3351357316265725,0.3632279964565417,0.9896847080212846,0.491102461603198,0.287660332303916,0.33753508745791,0.37797443342690873,0.18232926042993505,0.7778853594549195,0.7753975819935346,0.915167781820032,0.4891065852850851,0.4739676447264076,0.11044585987261146,0.45511199340095543,0.32106620451428547,0.39147294893849216,0.9845212401710058,0.44669406503082315,0.7265541171977213,0.7265541171977213,0.5279067990832698,0.01719520834021518,0.5165318683644943,0.6168652666194341,0.0010108471422515671,0.001896210928339308,0.016748028969563622,0.396603439763002,0.0,0.0,4.192215070008652e-05,0.0021949092914034986,0.016900405390599324,0.004352104755784061,0.002080077398228771,0.0012033541725727755,1.1298493413537448e-06,0.16417636154151627,0.006415729742797463,0.0018567170381800263,0.0013799836992018247,0.0017088347917936296,0.568978811914698,0.8320951084969599,0.0019607231609767434,0.42322459881801167,0.003754955615677207,0.008356936506521874,0.003702168732980085,0.9754199886346187,0.0037186082469865983,0.6829895197327438,0.21303757788287966,0.028367455233546876,0.3726457240941475,0.6828822373460574,0.0,0.010066375280630781,0.0016985162045523067
2,FJ,MRY,1997-12-31,0.003260869565217391,0.018049889895671637,0.00742977301554033,0.002841876017189219,0.0018064807496895113,0.17450116712525046,0.25166726139249807,0.10764422271672289,0.39224660518351206,0.13699386654490256,0.06409436870949256,0.30957077481458106,0.5649808437653138,0.028826205771046484,0.014161335765917648,0.48437462293974276,0.41260872188747233,0.4517271647006703,0.4840490378707343,0.4848422610066872,0.4637559514334091,0.3351357316265725,0.36316789354991286,0.9896810467313965,0.4915758468335788,0.28743221520380463,0.3377757382520338,0.37797443342690873,0.18242833105313647,0.7783723080988242,0.7753443520630285,0.9156231714452896,0.4890436922571409,0.4736469468675655,0.11044585987261146,0.4549424849753896,0.32112015303198577,0.3891229283206225,0.9845173438804475,0.44669406503082315,0.7265487538295261,0.7265487538295261,0.527204700061843,0.017312431123262785,0.516513576381107,0.6168608854527587,0.0010897870019813355,0.001776999787820921,0.015536762009534286,0.3961014647794602,0.0,0.0,7.982620388898265e-05,0.0020413769244368054,0.017864186323154223,0.005390424164524421,0.002154498772047332,0.0012746751018337535,1.1298493413537448e-06,0.16334455819685123,0.006531655278995331,0.0018598194629293912,0.0014103987697849072,0.0017066462596060932,0.5690073421480585,0.8320454628874856,0.002164547728015019,0.41814764338444066,0.0037540303293583602,0.007569400031586705,0.0033370627592025533,0.9754231604380079,0.0037176830740074957,0.6818789882703591,0.21245187921764505,,,,0.0,0.010392828866739694,0.00024345398931916395
3,FJ,MRY,1996-12-31,0.0,0.018049889895671637,0.006893846685727512,0.0025765635055817965,0.0,0.17633865133068025,0.25196322495329654,0.10594238269566673,0.39383129927059435,0.1385428107761227,0.06517429800560143,0.3123034032928305,0.5651311979329086,0.028826205771046484,0.014335696635181637,0.48604889114119554,0.4146098942305206,0.4532193621311428,0.4857406883637463,0.486457126726563,0.4640309112748007,0.3351357316265725,0.3630868852844566,0.9896830081366936,0.4911855670103093,0.2863009678301528,0.33788670699365303,0.37797443342690873,0.1835306883049488,0.7796736689126702,0.7744063253783414,0.9162439260182664,0.48866727534567633,0.4746474226804124,0.11044585987261146,0.455783379713981,0.32105810235594956,0.3913488251979524,0.9845198452027812,0.44669406503082315,0.7265524106714775,0.7265524106714775,0.52781112444978,0.017654912079363042,0.5168087344043083,0.6168638349783551,0.0011533290373420683,0.0016954783521502675,0.015991703337000368,0.39751686965108624,0.0,0.0,8.116556972604611e-05,0.0020270589849061956,0.01956244423922741,0.003866082904884319,0.0024694364948886047,0.0011960430312887005,1.1298493413537448e-06,0.16382038318870415,0.0065694518340265115,0.001961718483573262,0.0014889954985514296,0.0017861549124851674,0.5689896390704675,0.832090583230851,0.002441481984693121,0.42352245146907275,0.0037513892208366033,,,,,,0.2126893289941058,,,,0.0,0.00980770690758435,0.0009122447448616347
4,FJ,MRY,1995-12-31,0.0,,0.006209685413626041,0.0018280032049751403,0.0,0.17884019634471332,0.2515845595180622,0.10615593520446007,0.39326929086055584,0.14036433587145658,0.06512990629313059,0.3152464362737363,0.5646500645966053,0.028826205771046484,0.014335696635181637,0.48518593595405296,0.4141353539010577,0.45230019501248325,0.48486877395570205,0.4855869097563587,0.4640309112748007,0.3351357316265725,0.36296406630134553,0.9896819184670841,0.4911476961918788,0.28735684317949883,0.337544980482136,0.37797443342690873,0.18448679844632104,0.7809287884793237,0.7744785947298346,0.9156537003587146,0.4892190226166751,0.4736374306106265,0.11044585987261146,0.4548104436528008,0.32113655496227556,0.3911434795466568,0.9845183540298516,0.44669406503082315,0.7265505213031359,0.7265505213031359,0.52781112444978,0.018152158847353012,0.5165235215371233,0.6168622308503992,,,,,,,,,,,,,,,,,,,,,,0.4245190653458683,0.003748191143851075,,,,,,,,,,,,
5,FJ,MRQ,2000-09-30,0.0008152173913043478,0.018049889895671637,0.007752849171810469,0.002372879300242041,0.0021451958902562944,0.1678666603685203,0.24521945383178353,0.10050845835426984,0.3907154782205002,0.12942454122496327,0.05777621734182426,0.30267476724001896,0.5638169911346728,0.028826205771046484,0.013660192605251613,0.4850107386761264,0.4115962829829235,0.4518401974139109,0.4846917577755454,0.48569495682984043,0.4640309112748007,0.3351357316265725,0.3631417618513786,0.9896840542195189,0.4950831054071113,0.28763431895039454,0.33797991596889065,0.37797443342690873,0.17720903901495497,0.7776182926599099,0.7755936075814438,0.9179382807133589,0.4892961200563727,0.4721852498017447,0.11044585987261146,0.45455754070770527,0.32113102178097297,0.3867620781146521,0.9845198933051338,0.44669406503082315,0.7265505416189245,0.7265505416189245,0.5279158936301794,0.0162483222045467,0.5163905050754038,0.6168622480990869,0.0008658943125072513,0.0016737020782382436,0.017272873120645398,0.3940524193548387,0.0,0.0,4.7011740880927694e-05,0.002246453873713694,0.01645001486953936,0.0029743733933161954,0.0015665699188807025,0.0011708270542068902,1.1298493413537448e-06,0.1641806354186886,0.006232374186377832,0.001674708119550615,0.001278974522284277,0.0015633334760288386,0.5689752528988257,0.8321030740238532,0.0019001959709405083,0.42338456684964354,0.003752628924836612,0.0077588376898487755,0.002855922123239585,0.9754188141316341,0.003716117396658245,0.6830206729730728,0.21402457961037533,0.02772961195836303,0.3726574807778222,0.6828832414613083,0.0,0.009746971356680368,0.00042179819079715615
6,FJ,MRQ,2000-06-30,0.0008152173913043478,0.018049889895671637,0.007809862611152258,0.0017142978428576737,0.0030484362651010503,0.16781155158772335,0.2451707562813543,0.10030088770846793,0.39081859493433563,0.12936345349310757,0.0577181045545897,0.30268265740886857,0.5638537443756403,0.028826205771046484,0.013660192605251613,0.4850667245831222,0.4116617962709147,0.45190188926106417,0.4847483249295349,0.4857514138592273,0.4640309112748007,0.3351357316265725,0.3631417618513786,0.9896844029137939,0.4950399747527877,0.28763431895039454,0.3379817038648351,0.37797443342690873,0.1771996037175072,0.7769001377800427,0.7758535895342179,0.9179153840282901,0.48939623548861033,0.47178271213322764,0.11044585987261146,0.4541617188939953,0.3211144222370652,0.38682289041706414,0.9845205186357172,0.44669406503082315,0.7265506431978677,0.7265506431978677,0.5279067990832698,0.016237589659037887,0.5162761357812151,0.616862351591213,0.0009153910350989313,0.0016214948574491607,0.016405390539053905,0.39479715273206056,0.0,0.0,4.098459461414209e-05,0.002278614168659371,0.01672353613298064,0.0028679305912596396,0.0016839527221308868,0.0011957446173587382,1.1298493413537448e-06,0.1641674576307406,0.0062684801606727935,0.0017088828914021469,0.0013125166143918478,0.0015891629658026213,0.5689761390211449,0.8321011157215604,0.001917489453808004,0.4229099627736766,0.0037503920676192053,0.007798998935224587,0.00207396124573837,0.9754177596602733,0.0037138845272567567,0.6829159757366995,0.21390472246844247,0.027247232857104002,0.3726280890686355,0.6828687510394973,0.0,0.009930804854505818,0.0004975237049167798
7,FJ,MRQ,2000-03-31,0.0008152173913043478,0.018049889895671637,0.007984703825133745,0.001671696233850996,0.0030484362651010503,0.1677517191971438,0.24496253227262232,0.10028653123728853,0.3906078975796588,0.12924004393380312,0.05762932112964802,0.3026405765083373,0.5637679868133826,0.028826205771046484,0.013660192605251613,0.48497019715726736,0.4115355107881421,0.451787200390853,0.484650795353691,0.4856540741533879,0.4640309112748007,0.3351357316265725,0.36309995113372373,0.9896840106327345,0.4951925099936882,0.28763431895039454,0.3380949372746507,0.37797443342690873,0.17718230567218632,0.7764339505124286,0.7758293209764809,0.9178975754954588,0.4893378776041778,0.4717043616177637,0.11044585987261146,0.45413089918025606,0.3211185721230421,0.3866962675408088,0.9845200857145441,0.44669406503082315,0.7265504197241929,0.7265504197241929,0.5279297173414821,0.01621386948063709,0.5162661906251987,0.6168621618556483,0.0009129461102835777,0.001599439400538265,0.01655321782178218,0.39475909315339036,0.0,0.0,4.620812137868961e-05,0.0021768466599956524,0.01681079685078809,0.003191275706940874,0.0017103384819392856,0.0012175288342459825,1.1298493413537448e-06,0.16413558163016362,0.006273262089040955,0.0017093398376830612,0.0013088662953877515,0.0015877440273513615,0.5689767200849608,0.8320959024032948,0.0018738383177424633,0.4229208572570299,0.0037504010509815246,0.008201527823856402,0.002126626203448789,0.9754178835638849,0.0037140713410313835,0.6829212024880419,0.2137667492672701,0.027171502396984806,0.3726280890686355,0.682867833485906,0.0,0.009844582063490342,0.0005060162859395413
8,FJ,MRQ,1999-12-31,0.0008152173913043478,0.018049889895671637,0.008303979085447765,0.0020554139292100738,0.0024839110308230777,0.16756060981802295,0.24496169265968387,0.10122089823654679,0.3899097393959414,0.12908994705729904,0.0576220570312437,0.30267476724001896,0.563054082950951,0.028826205771046484,0.013600147802591165,0.48449576485919066,0.4108187436965011,0.4510932706201894,0.48414607979869895,0.4851756494991872,0.4706328417823187,0.33542264400794525,0.36314698819108543,0.9896814825992403,0.4943162213338944,0.287346838043529,0.3378566703417861,0.37797443342690873,0.17712097623877593,0.7762282241473681,0.7761670695783572,0.9178797669626275,0.48953417230636004,,,,0.32112726712223194,0.3859873460428269,0.9845154678886974,0.44669406503082315,0.7265494648821278,0.7265494648821278,0.5223543963039762,0.016182465300782514,,0.6168613684160142,0.0009139604939835649,0.0017284219460171754,0.016657499083241656,0.3951808344305464,0.0,0.0,4.861897988540386e-05,0.0022455727697425795,0.01702992690447495,0.003323827120822622,0.0017888192034206769,0.0011793318512108146,1.1298493413537448e-06,0.16431152290709128,0.0062857965376423505,0.0017455828927008363,0.0013203660765859712,0.0016184075277811314,0.5689744345672849,0.8321028887790417,0.0018365678805280332,0.4230127663154353,0.0037520000894742888,0.008201527823856402,0.0026148254532530274,0.9754182481760751,0.0037153968292418286,0.6829400998976369,0.21366112617188257,0.02747039889040313,0.37263396741047283,0.6828717633852501,0.0,0.009915078685075322,0.0005796186548034746
9,FJ,MRQ,1999-09-30,0.0008152173913043478,0.018049889895671637,0.0083305853571406,0.0019654350859877852,0.002596816077678672,0.1677643154898974,0.24519888331479187,0.10065680855645683,0.39058289958842596,0.12933676617590797,0.058237084029476104,0.3025511545947084,0.5636087227691896,0.028826205771046484,0.013660192605251613,0.4860739882719178,0.4124449386674942,0.45267490052707193,0.48576604605346574,0.4867671536896615,0.45734504565780526,0.3351357316265725,0.36316005404035256,0.9896896769147042,0.49496318114874815,0.29276495267570685,0.33888268422777795,0.37797443342690873,0.1771382742840968,0.777153049091218,0.7747400515673332,0.9178772228865087,0.4887072359498259,0.47195146708961144,0.11044585987261146,0.4543004076058219,0.32112212916816524,0.3875634676341099,0.9845255212803846,0.44669406503082315,0.7265524919346319,0.7265524919346319,0.527847866419295,0.016211990241151112,0.5163098782748422,0.6168639039731059,0.0008098171007848854,0.0017038538421164306,0.01734621378804547,0.3956900098749177,0.0,0.0,4.513662870903884e-05,0.002432146535626065,0.016630405860163722,0.003100899742930591,0.0019518696678777054,0.0012224526640903597,1.1298493413537448e-06,0.1647100619534112,0.006236141766304263,0.0017499599570759093,0.0012302950933275516,0.0016111925865035385,0.5689693357323005,0.8321294846412601,0.0018225541961354075,0.4230056996235304,0.003751712621880084,0.00837678139534074,0.00255367069692809,0.9754176260766921,0.0037152455990433213,0.6829424339124606,0.21371547434960111,0.027646013325553703,0.3726280890686355,0.6828714748463849,0.0,0.010433499994577183,0.0016765770369101727
