,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
0,PEAK,MRT,2015-12-31,2015-12-31,2015-12-31,2021-08-25,-30470000,21449849000,21753847750.0,,,0.089,20.19,-1673815000.0,386532000,386532000,610679000.0,-546418000.0,,1.253,11069003000,,,11069003000,122330000,510785000.0,0,0.059,2.26,-89446000.0,421339000.0,0.217,421339000.0,-89446000.0,-569042000.0,-1.21,-1.21,-1.21,9343643000,10009363000.0,9343643000,28741888372,-321.0,68.216,-451670000.0,-0.976,1.0,1329810000.0,0.685,586657000,479596000.0,31545663000,31830061750.0,0,2124680000,,,11703532000,,,17783215372,174330000.0,-69936000.0,197733000.0,1378413000.0,-1046638000.0,614087000.0,-1660365000.0,52397000.0,1222145000.0,-1537000.0,-559235000.0,-560552000.0,-560552000.0,699086000.0,12817000.0,-0.289,736528000.0,593282000.0,430786000,-1.868,1.903,-31.724,-31.603,11854242000,1317000.0,38.24,9.164,9.12,48929000,-2738414000,1940489000.0,1940489000.0,0.0,-0.026,-0.056,-0.003,-0.046,26127000.0,95965000.0,1.0,465042243,462795000,462795000.0,4.193,20863192000,0,-9807000.0,0,45.081,
1,PEAK,MRQ,2015-12-31,2015-12-31,2015-12-31,2021-08-25,-30470000,21449849000,,,,,20.091,-250256000.0,386532000,386532000,168791000.0,-594617000.0,,1.253,11069003000,,,11069003000,122330000,141156000.0,0,0.059,0.565,-480028000.0,-338872000.0,-5.167,-338872000.0,-480028000.0,-602055000.0,-1.29,-1.29,-1.29,9343643000,,9343643000,28741888372,-321.0,68.216,104229000.0,0.224,1.0,-103206000.0,-1.574,586657000,122027000.0,31545663000,,0,2124680000,,,11703532000,,,17783215372,237642000.0,-26694000.0,36242000.0,-23005000.0,-263060000.0,-141793000.0,25220000.0,283376000.0,354485000.0,-270000.0,-598868000.0,-599165000.0,-599165000.0,699086000.0,4251000.0,-9.136,-323524000.0,220318000.0,430786000,-0.438,1.903,-31.724,-31.603,11854242000,297000.0,38.24,9.164,9.12,48929000,-2738414000,65585000.0,65585000.0,0.0,,,,,5059000.0,21813000.0,1.0,465042243,465063000,464274000.0,0.141,20863192000,0,-3187000.0,0,44.861,
2,PEAK,ART,2015-12-31,2016-02-09,2015-12-31,2021-08-25,-30470000,21449849000,21753847750.0,,,0.117,20.19,-1690253000.0,407116000,407116000,614375000.0,-546418000.0,,1.253,11069003000,,,11069003000,123017000,510785000.0,0,0.08,2.27,-88650000.0,422135000.0,0.166,422135000.0,-88650000.0,-568246000.0,-1.21,-1.21,-1.21,9343643000,10009363000.0,9343643000,23850401109,-269.0,56.499,-468108000.0,-1.011,1.0,1929937000.0,0.759,614227000,479596000.0,31497509000,31818023250.0,0,7278996000,,,11703532000,,,13188514109,162690000.0,-69936000.0,197733000.0,1398408000.0,-1046638000.0,614087000.0,-1672005000.0,52397000.0,1222145000.0,-1537000.0,-559235000.0,-560552000.0,-560552000.0,0.0,12817000.0,-0.22,634116000.0,1295821000.0,436239000,-1.876,1.411,-23.528,-23.413,12282716000,1317000.0,28.33,5.184,5.153,48929000,-2738414000,2544312000.0,2544312000.0,0.0,-0.026,-0.056,-0.003,-0.035,26127000.0,96022000.0,1.0,465531737,462795000,462795000.0,5.498,20835622000,0,-9011000.0,0,45.021,
3,PEAK,ARQ,2015-12-31,2016-02-09,2015-12-31,2021-08-25,-30470000,21449849000,,,,,20.091,-266694000.0,407116000,407116000,172487000.0,-594617000.0,,1.253,11069003000,,,11069003000,123017000,141156000.0,0,0.08,1.14,-479232000.0,-338076000.0,-0.506,-338076000.0,-479232000.0,-601259000.0,-1.29,-1.29,-1.29,9343643000,,9343643000,23850401109,-269.0,56.499,87791000.0,0.189,1.0,495549000.0,0.742,614227000,122027000.0,31497509000,,0,7278996000,,,11703532000,,,13188514109,226002000.0,-26694000.0,36242000.0,-3010000.0,-263060000.0,-141793000.0,13580000.0,283376000.0,354485000.0,-270000.0,-598868000.0,-599165000.0,-599165000.0,0.0,4251000.0,-0.897,-425936000.0,921485000.0,436239000,-0.884,1.411,-23.528,-23.413,12282716000,297000.0,28.33,5.184,5.153,48929000,-2738414000,668036000.0,668036000.0,0.0,,,,,5059000.0,21870000.0,1.0,465531737,465063000,464274000.0,1.436,20835622000,0,-2391000.0,0,44.802,
