,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
0,SIG,MRY,2015-12-31,2016-01-30,2016-01-30,2021-09-02,-274100000.0,6464900000.0,6243125000.0,4588100000.0,1876800000.0,1.049,38.499,-226500000.0,137700000.0,137700000.0,4109800000.0,467900000.0,3.986,1.112,1378700000.0,57700000.0,1321000000.0,1378700000.0,889400000.0,175300000.0,0.0,0.009,1.1,703700000.0,879000000.0,0.134,879000000.0,703700000.0,657800000.0,5.89,5.87,5.89,3060700000.0,2917450000.0,3060700000.0,10737008288.0,15.0,12.215,216800000.0,2.727,1.0,2440400000.0,0.373,943300000.0,45900000.0,5611500000.0,5512400000.0,2453900000.0,0.0,0.0,0.0,3404200000.0,1151100000.0,2253100000.0,9225708288.0,-52000000.0,0.0,-133300000.0,-73100000.0,-67100000.0,-266600000.0,-228700000.0,-2200000.0,443300000.0,-3900000.0,467900000.0,467900000.0,467900000.0,0.0,0.0,0.071,1736700000.0,703700000.0,269100000.0,0.187,3.014,19.717,19.694,727600000.0,0.0,116.0,1.408,1.408,1840400000.0,3534600000.0,6550200000.0,6550200000.0,0.0,0.075,0.16,0.128,0.107,9500000.0,1987600000.0,1.0,79531968.0,79500000.0,79700000.0,82.392,5521600000.0,3500000.0,189900000.0,138200000.0,69.454,3437000000.0
1,SIG,ARY,2015-12-31,2016-03-24,2016-01-30,2021-09-02,-274100000.0,6474400000.0,6350125000.0,4589900000.0,1884500000.0,1.032,38.499,-226500000.0,137700000.0,137700000.0,4109800000.0,467900000.0,3.981,1.115,1388200000.0,59500000.0,1328700000.0,1388200000.0,889400000.0,175300000.0,0.0,0.009,1.1,703700000.0,879000000.0,0.134,879000000.0,703700000.0,657800000.0,5.89,5.87,5.89,3060700000.0,2917450000.0,3060700000.0,10767943683.0,15.0,12.25,216800000.0,2.727,1.0,2440400000.0,0.373,943300000.0,45900000.0,5628700000.0,5502300000.0,2453900000.0,0.0,0.0,0.0,3413700000.0,1152900000.0,2260800000.0,9517443683.0,-52000000.0,0.0,-133300000.0,-73100000.0,-67100000.0,-266600000.0,-228700000.0,-2200000.0,443300000.0,-3900000.0,467900000.0,467900000.0,467900000.0,0.0,0.0,0.071,1736700000.0,703700000.0,269100000.0,0.187,3.11,20.341,20.615,727600000.0,0.0,121.42,1.453,1.474,1840400000.0,3534600000.0,6550200000.0,6550200000.0,0.0,0.074,0.16,0.128,0.107,9500000.0,1987600000.0,1.0,78384481.0,79500000.0,79700000.0,82.392,5531100000.0,3500000.0,189900000.0,138200000.0,69.574,3437000000.0
