,ticker,Begin Date,End Date,ARY_start,ARY_end,ARY_count,ARY_exp_count,MRY_start,MRY_end,MRY_count,MRY_exp_count,ARQ_start,ARQ_end,ARQ_count,ARQ_exp_count,MRQ_start,MRQ_end,MRQ_count,MRQ_exp_count,ART_start,ART_end,ART_count,ART_exp_count,MRT_start,MRT_end,MRT_count,MRT_exp_count,1998_Missing,1999_Missing,2000_Missing,2001_Missing,2002_Missing,2003_Missing,2004_Missing,2005_Missing,2006Missing,2007_Missing,2008_Missing,2009_Missing,2011_Missing,2012_Missing,2013_Missing,2014_Missing,2015_Missing,2016_Missing,2017_Missing,2018_Missing,2019_Missing,2020_Missing,2006_Missing,2010_Missing
860,SAPE,1998-03-31,2014-09-30,1998-12-31,2013-12-31,16.0,,1998-12-31,2013-12-31,16.0,,1998-03-31,2014-09-30,66.0,,1998-03-31,2014-09-30,67.0,,1998-03-31,2014-09-30,66.0,,1998-03-31,2014-09-30,67.0,,,,,,,,,,,,,,,,,_FY_Q4,,,,,,,,
861,SBAC,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-06-30,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-06-30,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
862,SBL,1998-03-31,2006-09-30,1998-12-31,2005-12-31,9.0,,1998-12-31,2005-12-31,8.0,,1998-03-31,2006-09-30,35.0,,1998-03-31,2006-09-30,35.0,,1998-03-31,2006-09-30,35.0,,1998-03-31,2006-09-30,35.0,,,,,,,,,,,,,,,,,,,,,,,,_FY_Q4,
863,SBUX,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
864,SCG,1998-12-31,2018-09-30,2000-12-31,2017-12-31,18.0,,1998-12-31,2017-12-31,20.0,,2000-12-31,2018-09-30,72.0,,1999-12-31,2018-09-30,76.0,,2000-12-31,2018-09-30,72.0,,1998-12-31,2018-09-30,77.0,,_Q2_Q3,_Q2_Q3,,,,,,,,,,,,,,,,,,_FY_Q4,,,,
865,SCHW,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
866,SCI,1998-03-31,2020-12-31,1998-12-31,2020-12-31,25.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
867,SDS1,1998-03-31,2005-06-30,1998-12-31,2004-12-31,7.0,,1998-12-31,2004-12-31,7.0,,1998-03-31,2005-06-30,31.0,,1998-03-31,2005-06-30,30.0,,1998-03-31,2005-06-30,31.0,,1998-03-31,2005-06-30,30.0,,,,,,,,,_FY_Q3_Q4,,,,,,,,,,,,,,,,
868,SE1,2004-12-31,2016-12-31,2005-12-31,2016-12-31,15.0,,2004-12-31,2016-12-31,13.0,,2005-12-31,2016-12-31,45.0,,2005-12-31,2016-12-31,45.0,,2005-12-31,2016-12-31,45.0,,2004-12-31,2016-12-31,46.0,,,,,,,,_Q2_Q3,_Q2_Q3,,,,,,,,,,,,,,,,
869,SEBL,1998-03-31,2005-09-30,1998-12-31,2004-12-31,7.0,,1998-12-31,2004-12-31,7.0,,1998-03-31,2005-09-30,31.0,,1998-03-31,2005-09-30,31.0,,1998-03-31,2005-09-30,31.0,,1998-03-31,2005-09-30,31.0,,,,,,,,,_FY_Q4,,,,,,,,,,,,,,,,
870,SEE,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
871,SEG,1998-03-31,2000-12-31,1998-12-31,2000-12-31,3.0,,1998-12-31,2000-12-31,3.0,,1998-03-31,2000-09-30,12.0,,1998-03-31,2000-09-30,11.0,,1998-03-31,2000-09-30,12.0,,1998-03-31,2000-09-30,11.0,,,,_Q4,,,,,,,,,,,,,,,,,,,,,
872,SFA,1998-03-31,2005-12-31,1998-12-31,2005-12-31,8.0,,1998-12-31,2005-12-31,8.0,,1998-03-31,2005-12-31,32.0,,1998-03-31,2005-12-31,32.0,,1998-03-31,2005-12-31,32.0,,1998-03-31,2005-12-31,32.0,,,,,,,,,,,,,,,,,,,,,,,,,
873,SGID,1998-03-31,2006-12-31,1998-12-31,2006-12-31,9.0,,1998-12-31,2006-12-31,9.0,,1998-03-31,2006-06-30,33.0,,1998-03-31,2006-06-30,34.0,,1998-03-31,2006-06-30,33.0,,1998-03-31,2006-06-30,34.0,,,,,,,,,,,,,,,,,,,,,,,,_Q3_Q4,
874,SGP,1998-03-31,2009-09-30,1998-12-31,2008-12-31,12.0,,1998-12-31,2008-12-31,11.0,,1998-03-31,2009-09-30,48.0,,1998-03-31,2009-09-30,47.0,,1998-03-31,2009-09-30,48.0,,1998-03-31,2009-09-30,47.0,,,,,,,,,,,,,_FY_Q4,,,,,,,,,,,,
875,SHLDQ,2001-03-31,2018-09-30,2004-12-31,2017-12-31,15.0,,2001-12-31,2017-12-31,17.0,,2003-03-31,2018-09-30,66.0,,2002-03-31,2018-09-30,67.0,,2003-03-31,2018-09-30,66.0,,2001-03-31,2018-09-30,68.0,,,,,_Q2_Q3_Q4,,,,,,,,,,,,,,,,_FY_Q4,,,,
876,SHW,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
877,SIAL,1998-03-31,2015-09-30,1998-12-31,2014-12-31,17.0,,1998-12-31,2014-12-31,17.0,,1998-03-31,2015-09-30,66.0,,1998-03-31,2015-09-30,67.0,,1998-03-31,2015-09-30,66.0,,1998-03-31,2015-09-30,67.0,,,,_Q2_Q3,_Q2,,,,,,,,,,,,,_FY_Q4,,,,,,,
878,SIG,2000-12-31,2020-12-31,2002-12-31,2020-12-31,19.0,,2000-12-31,2020-12-31,21.0,,2002-12-31,2020-12-31,52.0,,2001-12-31,2020-12-31,56.0,,2002-12-31,2020-12-31,52.0,,2000-12-31,2020-12-31,57.0,,,,_Q2_Q3,_Q2_Q3,_Q2_Q3,_Q2_Q3,_Q2_Q3,_Q2_Q3,,_Q2_Q3,_Q2_Q3,,,,,,,,,,,,_Q2_Q3,
879,SII1,1998-03-31,2010-06-30,1998-12-31,2009-12-31,12.0,,1998-12-31,2009-12-31,12.0,,1998-03-31,2010-06-30,50.0,,1998-03-31,2010-06-30,50.0,,1998-03-31,2010-06-30,50.0,,1998-03-31,2010-06-30,50.0,,,,,,,,,,,,,,,,,,,,,,,,,_FY_Q3_Q4
880,SITC,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
881,SIVB,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
882,SJM,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
883,SK1,1998-03-31,1998-03-31,,,0.0,,,,0.0,,1998-03-31,1998-03-31,1.0,,1998-03-31,1998-03-31,1.0,,1998-03-31,1998-03-31,1.0,,1998-03-31,1998-03-31,1.0,,_FY_Q2_Q3_Q4,,,,,,,,,,,,,,,,,,,,,,,
884,SLB,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
885,SLG,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
886,SLM,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
887,SLR,1998-03-31,2007-06-30,1998-12-31,2006-12-31,9.0,,1998-12-31,2006-12-31,9.0,,1998-03-31,2007-06-30,38.0,,1998-03-31,2007-06-30,38.0,,1998-03-31,2007-06-30,38.0,,1998-03-31,2007-06-30,38.0,,,,,,,,,,,_FY_Q3_Q4,,,,,,,,,,,,,,
888,SMI1,1998-03-31,2001-06-30,1998-12-31,2000-12-31,3.0,,1998-12-31,2000-12-31,3.0,,1998-03-31,2001-06-30,14.0,,1998-03-31,2001-06-30,14.0,,1998-03-31,2001-06-30,14.0,,1998-03-31,2001-06-30,14.0,,,,,_FY_Q3_Q4,,,,,,,,,,,,,,,,,,,,
889,SMS1,1998-03-31,2000-03-31,1998-12-31,1999-12-31,2.0,,1998-12-31,1999-12-31,2.0,,1998-03-31,2000-03-31,9.0,,1998-03-31,2000-03-31,9.0,,1998-03-31,2000-03-31,9.0,,1998-03-31,2000-03-31,9.0,,,,_FY_Q2_Q3_Q4,,,,,,,,,,,,,,,,,,,,,
890,SNA,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
891,SNDK,1998-03-31,2016-03-31,1998-12-31,2015-12-31,20.0,,1998-12-31,2015-12-31,18.0,,1998-03-31,2016-03-31,77.0,,1998-03-31,2016-03-31,73.0,,1998-03-31,2016-03-31,77.0,,1998-03-31,2016-03-31,73.0,,,,,,,,,,,,,,,,,,,_FY_Q2_Q3_Q4,,,,,,
892,SNI,2005-12-31,2017-12-31,2007-12-31,2017-12-31,15.0,,2005-12-31,2017-12-31,13.0,,2007-12-31,2017-12-31,44.0,,2006-12-31,2017-12-31,44.0,,2007-12-31,2017-12-31,44.0,,2005-12-31,2017-12-31,45.0,,,,,,,,,_Q2_Q3,,,,,,,,,,,,,,,_Q2_Q3,
893,SNPS,1998-03-31,2020-12-31,1998-12-31,2020-12-31,25.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,96.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,96.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
894,SNV,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
895,SO,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
896,SOTR,1998-03-31,2004-06-30,1998-12-31,2003-12-31,6.0,,1998-12-31,2003-12-31,6.0,,1998-03-31,2004-06-30,26.0,,1998-03-31,2004-06-30,26.0,,1998-03-31,2004-06-30,26.0,,1998-03-31,2004-06-30,26.0,,,,,,,,_FY_Q3_Q4,,,,,,,,,,,,,,,,,
897,SOV,1998-03-31,2008-09-30,1998-12-31,2007-12-31,10.0,,1998-12-31,2007-12-31,10.0,,1998-03-31,2008-09-30,45.0,,1998-03-31,2008-09-30,43.0,,1998-03-31,2008-09-30,45.0,,1998-03-31,2008-09-30,43.0,,,,,,,,,,,,_FY_Q4,,,,,,,,,,,,,
898,SPG,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-06-30,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-06-30,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
899,SPGI,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
900,SPLS,1998-03-31,2017-06-30,1998-12-31,2016-12-31,20.0,,1998-12-31,2016-12-31,19.0,,1998-03-31,2017-06-30,80.0,,1998-03-31,2017-06-30,78.0,,1998-03-31,2017-06-30,80.0,,1998-03-31,2017-06-30,78.0,,,,,,,,,,,,,,,,,,,,_FY_Q3_Q4,,,,,
901,SRCL,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
902,SRE,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-06-30,2020-12-31,91.0,,1998-03-31,2020-12-31,92.0,,1998-06-30,2020-12-31,91.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
903,SSP,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
904,STE,2012-03-31,2020-12-31,2014-12-31,2020-12-31,9.0,,2012-12-31,2020-12-31,9.0,,2014-03-31,2020-12-31,25.0,,2013-03-31,2020-12-31,27.0,,2014-03-31,2020-12-31,25.0,,2012-03-31,2020-12-31,28.0,,,,,,,,,,,,,,,_Q2_Q3_Q4,_Q2_Q3_Q4,_Q2_Q3,,,,,,,,
905,STI,1998-03-31,2019-09-30,1998-12-31,2018-12-31,21.0,,1998-12-31,2018-12-31,21.0,,1998-03-31,2019-09-30,88.0,,1998-03-31,2019-09-30,87.0,,1998-03-31,2019-09-30,88.0,,1998-03-31,2019-09-30,87.0,,,,,,,,,,,,,,,,,,,,,,_FY_Q4,,,
906,STJ,1998-03-31,2016-09-30,1998-12-31,2015-12-31,18.0,,1998-12-31,2015-12-31,18.0,,1998-03-31,2016-09-30,75.0,,1998-03-31,2016-09-30,75.0,,1998-03-31,2016-09-30,75.0,,1998-03-31,2016-09-30,75.0,,,,,,,,,,,,,,,,,,,_FY_Q4,,,,,,
907,STO1,1998-03-31,1998-09-30,,,0.0,,,,0.0,,1998-03-31,1998-09-30,3.0,,1998-03-31,1998-09-30,3.0,,1998-03-31,1998-09-30,3.0,,1998-03-31,1998-09-30,3.0,,_FY_Q4,,,,,,,,,,,,,,,,,,,,,,,
908,STR,1998-03-31,2016-06-30,1998-12-31,2015-12-31,19.0,,1998-12-31,2015-12-31,18.0,,1998-03-31,2016-06-30,76.0,,1998-03-31,2016-06-30,74.0,,1998-03-31,2016-06-30,76.0,,1998-03-31,2016-06-30,74.0,,,,,,,,,,,,,,,,,,,_FY_Q3_Q4,,,,,,
909,STT,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
910,STX,2001-06-30,2020-12-31,2002-12-31,2020-12-31,24.0,,2002-12-31,2020-12-31,19.0,,2002-06-30,2020-12-31,80.0,,2001-06-30,2020-12-31,78.0,,2002-06-30,2020-12-31,80.0,,2001-06-30,2020-12-31,78.0,,,,,_FY_Q3,,,,,,,,,,,,,,,,,,,,
911,STZ,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
912,SUB1,1998-03-31,2000-09-30,1998-12-31,1999-12-31,2.0,,1998-12-31,1999-12-31,2.0,,1998-03-31,2000-09-30,11.0,,1998-03-31,2000-09-30,11.0,,1998-03-31,2000-09-30,11.0,,1998-03-31,2000-09-30,11.0,,,,_FY_Q4,,,,,,,,,,,,,,,,,,,,,
913,SUN1,1998-03-31,2012-06-30,1998-12-31,2011-12-31,14.0,,1998-12-31,2011-12-31,14.0,,1998-03-31,2012-06-30,57.0,,1998-03-31,2012-06-30,58.0,,1998-03-31,2012-06-30,57.0,,1998-03-31,2012-06-30,58.0,,,,,,,,,,,,,,,_FY_Q3_Q4,,,,,,,,,,
914,SUNEQ,1998-03-31,2015-09-30,1998-12-31,2014-12-31,16.0,,1998-12-31,2014-12-31,17.0,,1998-03-31,2015-09-30,71.0,,1998-03-31,2015-09-30,71.0,,1998-03-31,2015-09-30,71.0,,1998-03-31,2015-09-30,72.0,,,,,,,,,,,,,,,,,,_FY_Q4,,,,,,,
915,SVU,1998-03-31,2018-12-31,1998-12-31,2018-12-31,21.0,,1998-12-31,2018-12-31,21.0,,1998-03-31,2018-09-30,83.0,,1998-03-31,2018-09-30,83.0,,1998-03-31,2018-09-30,83.0,,1998-03-31,2018-09-30,83.0,,,,,,,,,,,,,,,,,,,,,_Q4,,,,
916,SWK,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
917,SWKS,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
918,SWN,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
919,SWY,1998-03-31,2014-12-31,1998-12-31,2014-12-31,17.0,,1998-12-31,2014-12-31,17.0,,1998-03-31,2014-12-31,69.0,,1998-03-31,2014-12-31,68.0,,1998-03-31,2014-12-31,69.0,,1998-03-31,2014-12-31,68.0,,,,,,,,,,,,,,,,,,,,,,,,,
920,SXCL,1998-03-31,2015-12-31,1998-12-31,2015-12-31,19.0,,1998-12-31,2015-12-31,18.0,,1998-03-31,2015-12-31,75.0,,1998-03-31,2015-12-31,72.0,,1998-03-31,2015-12-31,75.0,,1998-03-31,2015-12-31,72.0,,,,,,,,,,,,,,,,,,,,,,,,,
921,SYF,2011-12-31,2020-12-31,2013-12-31,2020-12-31,8.0,,2011-12-31,2020-12-31,10.0,,2013-12-31,2020-12-31,28.0,,2012-12-31,2020-12-31,32.0,,2013-12-31,2020-12-31,28.0,,2011-12-31,2020-12-31,33.0,,,,,,,,,,,,,,_Q2_Q3,_Q2_Q3,,,,,,,,,,
922,SYK,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
923,SYY,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
924,T,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
925,T1,1998-03-31,2005-09-30,2000-12-31,2004-12-31,7.0,,1998-12-31,2004-12-31,7.0,,1998-03-31,2005-09-30,34.0,,1998-03-31,2005-09-30,31.0,,1998-03-31,2005-09-30,34.0,,1998-03-31,2005-09-30,31.0,,,,,,,,,_FY_Q4,,,,,,,,,,,,,,,,
926,TA2,1998-03-31,1999-03-31,1998-12-31,1998-12-31,1.0,,1998-12-31,1998-12-31,1.0,,1998-03-31,1999-03-31,5.0,,1998-03-31,1999-03-31,5.0,,1998-03-31,1999-03-31,5.0,,1998-03-31,1999-03-31,5.0,,,_FY_Q2_Q3_Q4,,,,,,,,,,,,,,,,,,,,,,
927,TAP,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
928,TAP.B,1999-12-31,2003-12-31,2001-12-31,2003-12-31,3.0,,1999-12-31,2003-12-31,5.0,,2001-12-31,2003-12-31,9.0,,2000-12-31,2003-12-31,13.0,,2001-12-31,2003-12-31,9.0,,1999-12-31,2003-12-31,14.0,,,_Q2_Q3,_Q2_Q3,,,,,,,,,,,,,,,,,,,,,
929,TCOMA,1998-03-31,1999-09-30,1998-12-31,1998-12-31,1.0,,1998-12-31,1998-12-31,1.0,,1998-03-31,1999-09-30,8.0,,1998-03-31,1999-09-30,7.0,,1998-03-31,1999-09-30,7.0,,1998-03-31,1999-09-30,6.0,,,_FY_Q4,,,,,,,,,,,,,,,,,,,,,,
930,TDC,2004-12-31,2020-12-31,2006-12-31,2020-12-31,16.0,,2004-12-31,2020-12-31,17.0,,2006-12-31,2020-12-31,58.0,,2005-12-31,2020-12-31,61.0,,2006-12-31,2020-12-31,58.0,,2004-12-31,2020-12-31,62.0,,,,,,,,_Q2_Q3,_Q2_Q3,,,,,,,,,,,,,,,,
931,TDG,2003-09-30,2020-12-31,2006-12-31,2020-12-31,15.0,,2004-12-31,2020-12-31,17.0,,2005-09-30,2020-12-31,61.0,,2003-09-30,2020-12-31,66.0,,2005-09-30,2020-12-31,61.0,,2003-09-30,2020-12-31,66.0,,,,,,,_FY_Q2_Q4,_Q2_Q4,,,,,,,,,,,,,,,,,
932,TDY,1998-12-31,2020-12-31,1998-12-31,2020-12-31,27.0,,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,91.0,,1998-12-31,2020-12-31,89.0,,1998-12-31,2020-12-31,91.0,,1998-12-31,2020-12-31,89.0,,_Q2_Q3,,,,,,,,,,,,,,,,,,,,,,,
933,TE,1998-03-31,2016-03-31,1998-12-31,2015-12-31,20.0,,1998-12-31,2015-12-31,18.0,,1998-03-31,2016-03-31,75.0,,1998-03-31,2016-03-31,73.0,,1998-03-31,2016-03-31,75.0,,1998-03-31,2016-03-31,73.0,,,,,,,,,,,,,,,,,,,_FY_Q2_Q3_Q4,,,,,,
934,TECH,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
935,TEG,1998-03-31,2015-03-31,1998-12-31,2014-12-31,17.0,,1998-12-31,2014-12-31,17.0,,1998-03-31,2015-03-31,70.0,,1998-03-31,2015-03-31,69.0,,1998-03-31,2015-03-31,70.0,,1998-03-31,2015-03-31,69.0,,,,,,,,,,,,,,,,,,_FY_Q2_Q3_Q4,,,,,,,
936,TEK,1998-03-31,2007-12-31,1998-12-31,2007-12-31,10.0,,1998-12-31,2007-12-31,10.0,,1998-03-31,2007-09-30,39.0,,1998-03-31,2007-09-30,39.0,,1998-03-31,2007-09-30,39.0,,1998-03-31,2007-09-30,39.0,,,,,,,,,,,_Q4,,,,,,,,,,,,,,
937,TEL,2004-09-30,2020-12-31,2006-12-31,2020-12-31,17.0,,2004-12-31,2020-12-31,17.0,,2006-09-30,2020-12-31,59.0,,2005-09-30,2020-12-31,60.0,,2006-09-30,2020-12-31,59.0,,2004-09-30,2020-12-31,61.0,,,,,,,,_Q2_Q4,_Q2_Q4,,,,,,,,,,,,,,,,
938,TEN,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
939,TER,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
940,TEX,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,89.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,89.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
941,TFC,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,95.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,95.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
