,ticker,Begin Date,End Date,ARY_start,ARY_end,ARY_count,ARY_exp_count,MRY_start,MRY_end,MRY_count,MRY_exp_count,ARQ_start,ARQ_end,ARQ_count,ARQ_exp_count,MRQ_start,MRQ_end,MRQ_count,MRQ_exp_count,ART_start,ART_end,ART_count,ART_exp_count,MRT_start,MRT_end,MRT_count,MRT_exp_count,1998_Missing,1999_Missing,2000_Missing,2001_Missing,2002_Missing,2003_Missing,2004_Missing,2005_Missing,2006Missing,2007_Missing,2008_Missing,2009_Missing,2011_Missing,2012_Missing,2013_Missing,2014_Missing,2015_Missing,2016_Missing,2017_Missing,2018_Missing,2019_Missing,2020_Missing,2006_Missing,2010_Missing
259,CRL,1998-12-31,2020-12-31,1999-12-31,2020-12-31,22.0,,1998-12-31,2020-12-31,23.0,,1999-12-31,2020-12-31,85.0,,1998-12-31,2020-12-31,89.0,,1999-12-31,2020-12-31,85.0,,1998-12-31,2020-12-31,89.0,,_Q2_Q3,,,,,,,,,,,,,,,,,,,,,,,
260,CRM,2001-12-31,2020-12-31,2004-12-31,2020-12-31,17.0,,2001-12-31,2020-12-31,20.0,,2004-03-31,2020-12-31,69.0,,2002-12-31,2020-12-31,73.0,,2004-03-31,2020-12-31,69.0,,2001-12-31,2020-12-31,74.0,,,,,_Q2_Q3,_Q2_Q3,,,,,,,,,,,,,,,,,,,
261,CSC,1998-03-31,2016-12-31,1998-12-31,2016-12-31,21.0,,1998-12-31,2016-12-31,19.0,,1998-03-31,2016-12-31,78.0,,1998-03-31,2016-12-31,76.0,,1998-03-31,2016-12-31,78.0,,1998-03-31,2016-12-31,76.0,,,,,,,,,,,,,,,,,,,,,,,,,
262,CSCO,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
263,CSE1,1998-03-31,1999-09-30,1998-12-31,1998-12-31,2.0,,1998-12-31,1998-12-31,1.0,,1998-03-31,1999-09-30,8.0,,1998-03-31,1999-09-30,7.0,,1998-03-31,1999-09-30,8.0,,1998-03-31,1999-09-30,7.0,,,_FY_Q4,,,,,,,,,,,,,,,,,,,,,,
264,CSR1,1998-03-31,2000-03-31,1998-12-31,1999-12-31,2.0,,1998-12-31,1999-12-31,2.0,,1998-03-31,2000-03-31,9.0,,1998-03-31,2000-03-31,9.0,,1998-03-31,2000-03-31,9.0,,1998-03-31,2000-03-31,9.0,,,,_FY_Q2_Q3_Q4,,,,,,,,,,,,,,,,,,,,,
265,CSRA,2013-03-31,2017-12-31,2015-12-31,2017-12-31,9.0,,2013-12-31,2017-12-31,5.0,,2015-03-31,2017-12-31,17.0,,2014-03-31,2017-12-31,15.0,,2015-03-31,2017-12-31,17.0,,2013-03-31,2017-12-31,16.0,,,,,,,,,,,,,,,,_Q2_Q3_Q4,_Q2,,,,,,,,
266,CSX,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
267,CTAS,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
268,CTB,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
269,CTLT,2011-06-30,2020-12-31,2013-12-31,2020-12-31,8.0,,2011-12-31,2020-12-31,10.0,,2013-06-30,2020-12-31,28.0,,2012-06-30,2020-12-31,32.0,,2013-06-30,2020-12-31,28.0,,2011-06-30,2020-12-31,33.0,,,,,,,,,,,,,,_Q3_Q4,_Q3_Q4,,,,,,,,,,
270,CTRA,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
271,CTSH,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
272,CTVA,2017-12-31,2020-12-31,2018-12-31,2020-12-31,4.0,,2018-12-31,2020-12-31,3.0,,2018-12-31,2020-12-31,9.0,,2017-12-31,2020-12-31,12.0,,2018-12-31,2020-12-31,9.0,,2017-12-31,2020-12-31,12.0,,,,,,,,,,,,,,,,,,,,_FY_Q2_Q3,,,,,
273,CTX1,1998-03-31,2009-12-31,1998-12-31,2009-12-31,13.0,,1998-12-31,2009-12-31,12.0,,1998-03-31,2009-06-30,47.0,,1998-03-31,2009-06-30,46.0,,1998-03-31,2009-06-30,47.0,,1998-03-31,2009-06-30,46.0,,,,,,,,,,,,,_Q3_Q4,,,,,,,,,,,,
274,CTXS,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
275,CVC,1998-03-31,2016-03-31,1998-12-31,2015-12-31,18.0,,1998-12-31,2015-12-31,18.0,,1998-03-31,2016-03-31,76.0,,1998-03-31,2016-03-31,73.0,,1998-03-31,2016-03-31,76.0,,1998-03-31,2016-03-31,73.0,,,,,,,,,,,,,,,,,,,_FY_Q2_Q3_Q4,,,,,,
276,CVG,1998-03-31,2018-06-30,1998-12-31,2017-12-31,21.0,,1998-12-31,2017-12-31,20.0,,1998-03-31,2018-06-30,83.0,,1998-03-31,2018-06-30,82.0,,1998-03-31,2018-06-30,83.0,,1998-03-31,2018-06-30,82.0,,,,,,,,,,,,,,,,,,,,,_FY_Q3_Q4,,,,
277,CVH,1998-03-31,2013-03-31,1998-12-31,2012-12-31,15.0,,1998-12-31,2012-12-31,15.0,,1998-03-31,2013-03-31,61.0,,1998-03-31,2013-03-31,61.0,,1998-03-31,2013-03-31,61.0,,1998-03-31,2013-03-31,61.0,,,,,,,,,,,,,,,,_FY_Q2_Q3_Q4,,,,,,,,,
278,CVS,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
279,CVX,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
280,CXO,2005-12-31,2020-09-30,2007-12-31,2019-12-31,13.0,,2005-12-31,2019-12-31,15.0,,2007-03-31,2020-09-30,57.0,,2005-12-31,2020-09-30,60.0,,2007-03-31,2020-09-30,57.0,,2005-12-31,2020-09-30,60.0,,,,,,,,,_Q2_Q3,,,,,,,,,,,,,,_FY_Q4,,
281,CYM,1998-03-31,1999-09-30,1998-12-31,1998-12-31,1.0,,1998-12-31,1998-12-31,1.0,,1998-03-31,1999-09-30,7.0,,1998-03-31,1999-09-30,7.0,,1998-03-31,1999-09-30,7.0,,1998-03-31,1999-09-30,7.0,,,_FY_Q4,,,,,,,,,,,,,,,,,,,,,,
282,CZR,2012-12-31,2020-12-31,2014-12-31,2020-12-31,7.0,,2012-12-31,2020-12-31,9.0,,2014-09-30,2020-12-31,26.0,,2013-09-30,2020-12-31,30.0,,2014-09-30,2020-12-31,26.0,,2012-12-31,2020-12-31,31.0,,,,,,,,,,,,,,,_Q2_Q3,_Q2,,,,,,,,,
283,D,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
284,DAL,2007-06-30,2020-12-31,2008-12-31,2020-12-31,13.0,,2008-12-31,2020-12-31,13.0,,2007-06-30,2020-12-31,55.0,,2007-06-30,2020-12-31,55.0,,2007-06-30,2020-12-31,55.0,,2007-06-30,2020-12-31,55.0,,,,,,,,,,,_FY,,,,,,,,,,,,,,
285,DALRQ,1998-03-31,2007-03-31,1998-12-31,2006-12-31,10.0,,1998-12-31,2006-12-31,9.0,,1998-03-31,2007-03-31,37.0,,1998-03-31,2007-03-31,37.0,,1998-03-31,2007-03-31,37.0,,1998-03-31,2007-03-31,37.0,,,,,,,,,,,_FY_Q2_Q3_Q4,,,,,,,,,,,,,,
286,DCNAQ,1998-03-31,2007-09-30,1998-12-31,2006-12-31,9.0,,1998-12-31,2006-12-31,9.0,,1998-03-31,2007-09-30,40.0,,1998-03-31,2007-09-30,39.0,,1998-03-31,2007-09-30,40.0,,1998-03-31,2007-09-30,39.0,,,,,,,,,,,_FY_Q4,,,,,,,,,,,,,,
287,DD,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
288,DD1,1998-03-31,2017-06-30,1998-12-31,2016-12-31,19.0,,1998-12-31,2016-12-31,19.0,,1998-03-31,2017-06-30,79.0,,1998-03-31,2017-06-30,78.0,,1998-03-31,2017-06-30,79.0,,1998-03-31,2017-06-30,78.0,,,,,,,,,,,,,,,,,,,,_FY_Q3_Q4,,,,,
289,DDS,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
290,DE,1998-03-31,2020-12-31,1998-12-31,2020-12-31,25.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
291,DEC,1998-03-31,1998-03-31,,,0.0,,,,0.0,,1998-03-31,1998-03-31,1.0,,1998-03-31,1998-03-31,1.0,,1998-03-31,1998-03-31,1.0,,1998-03-31,1998-03-31,1.0,,_FY_Q2_Q3_Q4,,,,,,,,,,,,,,,,,,,,,,,
292,DELL1,1998-03-31,2013-06-30,1998-12-31,2012-12-31,14.0,,1998-12-31,2012-12-31,15.0,,1998-03-31,2013-06-30,58.0,,1998-03-31,2013-06-30,62.0,,1998-03-31,2013-06-30,58.0,,1998-03-31,2013-06-30,62.0,,,,,,,,,,,,,,,,_FY_Q3_Q4,,,,,,,,,
293,DFODQ,1998-03-31,2019-12-31,1998-12-31,2019-12-31,23.0,,1998-12-31,2019-12-31,22.0,,1998-03-31,2019-12-31,90.0,,1998-03-31,2019-12-31,88.0,,1998-03-31,2019-12-31,90.0,,1998-03-31,2019-12-31,88.0,,,,,,,,,,,,,,,,,,,,,,,,,
294,DFS,2004-12-31,2020-12-31,2006-12-31,2020-12-31,18.0,,2004-12-31,2020-12-31,17.0,,2006-12-31,2020-12-31,59.0,,2005-12-31,2020-12-31,60.0,,2006-12-31,2020-12-31,59.0,,2004-12-31,2020-12-31,61.0,,,,,,,,_Q2_Q3,_Q2_Q3,,,,,,,,,,,,,,,,
295,DG,2007-09-30,2020-12-31,2008-12-31,2020-12-31,13.0,,2007-12-31,2020-12-31,14.0,,2007-12-31,2020-12-31,53.0,,2007-09-30,2020-12-31,54.0,,2007-12-31,2020-12-31,53.0,,2007-09-30,2020-12-31,54.0,,,,,,,,,,,_Q2,,,,,,,,,,,,,,
296,DG1,1998-03-31,2007-03-31,1998-12-31,2006-12-31,8.0,,1998-12-31,2006-12-31,9.0,,1998-03-31,2007-03-31,34.0,,1998-03-31,2007-03-31,37.0,,1998-03-31,2007-03-31,34.0,,1998-03-31,2007-03-31,37.0,,,,,,,,,,,_FY_Q2_Q3_Q4,,,,,,,,,,,,,,
297,DGN,1998-03-31,1999-06-30,1998-12-31,1998-12-31,1.0,,1998-12-31,1998-12-31,1.0,,1998-03-31,1999-06-30,6.0,,1998-03-31,1999-06-30,6.0,,1998-03-31,1999-06-30,6.0,,1998-03-31,1999-06-30,6.0,,,_FY_Q3_Q4,,,,,,,,,,,,,,,,,,,,,,
298,DGX,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
299,DHI,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
300,DHR,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
301,DI1,1998-03-31,1998-06-30,,,0.0,,,,0.0,,1998-03-31,1998-06-30,2.0,,1998-03-31,1998-06-30,2.0,,1998-03-31,1998-06-30,2.0,,1998-03-31,1998-06-30,2.0,,_FY_Q3_Q4,,,,,,,,,,,,,,,,,,,,,,,
302,DIGI2,1998-03-31,1998-06-30,,,0.0,,,,0.0,,1998-03-31,1998-06-30,2.0,,1998-03-31,1998-06-30,2.0,,1998-03-31,1998-06-30,2.0,,1998-03-31,1998-06-30,2.0,,_FY_Q3_Q4,,,,,,,,,,,,,,,,,,,,,,,
303,DIS,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
304,DISCA,2002-12-31,2020-12-31,2004-12-31,2020-12-31,20.0,,2002-12-31,2020-12-31,18.0,,2004-12-31,2020-12-31,68.0,,2003-12-31,2020-12-31,68.0,,2004-12-31,2020-12-31,68.0,,2002-12-31,2020-12-31,69.0,,,,,,_Q2_Q3,_Q2_Q3,,,,_FY,,,,,,,,,,,,,,
305,DISCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,DISH,1998-03-31,2020-12-31,1998-12-31,2020-12-31,26.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,97.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,97.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
307,DJ,1998-03-31,2007-09-30,1998-12-31,2006-12-31,9.0,,1998-12-31,2006-12-31,9.0,,1998-03-31,2007-09-30,39.0,,1998-03-31,2007-09-30,39.0,,1998-03-31,2007-09-30,39.0,,1998-03-31,2007-09-30,39.0,,,,,,,,,,,_FY_Q4,,,,,,,,,,,,,,
308,DLR,2003-09-30,2020-12-31,2005-12-31,2020-12-31,17.0,,2005-12-31,2020-12-31,16.0,,2004-09-30,2020-12-31,68.0,,2003-09-30,2020-12-31,68.0,,2004-09-30,2020-12-31,68.0,,2003-09-30,2020-12-31,68.0,,,,,,,_FY_Q2,_FY_Q2,,,,,,,,,,,,,,,,,
309,DLTR,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
310,DLX,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
311,DNB1,1998-03-31,2000-06-30,1998-12-31,1999-12-31,2.0,,1998-12-31,1999-12-31,2.0,,1998-06-30,2000-06-30,9.0,,1998-03-31,2000-06-30,10.0,,1998-06-30,2000-06-30,9.0,,1998-03-31,2000-06-30,10.0,,,,_FY_Q3_Q4,,,,,,,,,,,,,,,,,,,,,
312,DNB2,1998-03-31,1998-03-31,,,0.0,,,,0.0,,1998-03-31,1998-03-31,2.0,,1998-03-31,1998-03-31,1.0,,1998-03-31,1998-03-31,2.0,,1998-03-31,1998-03-31,1.0,,_FY_Q2_Q3_Q4,,,,,,,,,,,,,,,,,,,,,,,
313,DNB3,1998-12-31,2018-09-30,1999-12-31,2017-12-31,21.0,,1998-12-31,2017-12-31,20.0,,1999-12-31,2018-09-30,78.0,,1998-12-31,2018-09-30,78.0,,1999-12-31,2018-09-30,78.0,,1998-12-31,2018-09-30,78.0,,_Q2_Q3,_Q2,,,,,,,,,,,,,,,,,,_FY_Q4,,,,
314,DNRCQ,1998-03-31,2020-06-30,1998-12-31,2019-12-31,23.0,,1998-12-31,2019-12-31,22.0,,1998-03-31,2020-06-30,91.0,,1998-03-31,2020-06-30,90.0,,1998-03-31,2020-06-30,91.0,,1998-03-31,2020-06-30,90.0,,,,,,,,,,,,,,,,,,,,,,,_FY_Q3_Q4,,
315,DOFSQ,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
316,DOV,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
317,DOW,2015-12-31,2020-12-31,2017-12-31,2020-12-31,4.0,,2015-12-31,2020-12-31,6.0,,2017-12-31,2020-12-31,11.0,,2016-12-31,2020-12-31,15.0,,2017-12-31,2020-12-31,11.0,,2015-12-31,2020-12-31,16.0,,,,,,,,,,,,,,,,,,_Q2_Q3,_Q2_Q3,_Q2,,,,,
318,DPHIQ,1998-03-31,2009-06-30,1998-12-31,2008-12-31,10.0,,1998-12-31,2008-12-31,11.0,,1998-12-31,2009-06-30,40.0,,1998-03-31,2009-06-30,46.0,,1998-12-31,2009-06-30,40.0,,1998-03-31,2009-06-30,46.0,,,,,,,,,,,,,_FY_Q3_Q4,,,,,,,,,,,,
319,DPZ,2001-12-31,2020-12-31,2003-12-31,2020-12-31,18.0,,2001-12-31,2020-12-31,20.0,,2003-12-31,2020-12-31,68.0,,2002-12-31,2020-12-31,72.0,,2003-12-31,2020-12-31,68.0,,2001-12-31,2020-12-31,73.0,,,,,_Q2_Q3,_Q2_Q3,,,,,,,,,,,,,,,,,,,
320,DRE,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
321,DRI,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
322,DTE,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
323,DTV1,2001-12-31,2015-03-31,2003-12-31,2014-12-31,12.0,,2001-12-31,2014-12-31,14.0,,2003-03-31,2015-03-31,50.0,,2002-03-31,2015-03-31,53.0,,2003-03-31,2015-03-31,50.0,,2001-12-31,2015-03-31,54.0,,,,,_Q2_Q3,,,,,,,,,,,,,_FY_Q2_Q3_Q4,,,,,,,
324,DUK,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
325,DVA,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
326,DVN,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
327,DXC,2013-09-30,2020-12-31,2015-12-31,2020-12-31,7.0,,2013-12-31,2020-12-31,8.0,,2015-09-30,2020-12-31,20.0,,2014-09-30,2020-12-31,22.0,,2015-09-30,2020-12-31,20.0,,2013-09-30,2020-12-31,24.0,,,,,,,,,,,,,,,,_Q2_Q4,_Q2_Q4,_Q2,,,,,,,
328,DXCM,2002-12-31,2020-12-31,2004-12-31,2020-12-31,19.0,,2002-12-31,2020-12-31,19.0,,2004-12-31,2020-12-31,67.0,,2003-12-31,2020-12-31,69.0,,2004-12-31,2020-12-31,67.0,,2002-12-31,2020-12-31,70.0,,,,,,_Q2_Q3,_Q2_Q3,,,,,,,,,,,,,,,,,,
329,DYNIQ,1998-03-31,2012-06-30,1998-12-31,2011-12-31,15.0,,1998-12-31,2011-12-31,14.0,,1998-03-31,2012-06-30,61.0,,1998-03-31,2012-06-30,58.0,,1998-03-31,2012-06-30,61.0,,1998-03-31,2012-06-30,58.0,,,,,,,,,,,,,,,_FY_Q3_Q4,,,,,,,,,,
330,EA,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
331,EBAY,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-06-30,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-06-30,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
332,EC1,1998-03-31,2006-03-31,1998-12-31,2005-12-31,8.0,,1998-12-31,2005-12-31,8.0,,1998-03-31,2006-03-31,33.0,,1998-03-31,2006-03-31,33.0,,1998-03-31,2006-03-31,33.0,,1998-03-31,2006-03-31,33.0,,,,,,,,,,,,,,,,,,,,,,,,_FY_Q2_Q3_Q4,
333,ECH1,1998-03-31,1998-03-31,,,0.0,,,,0.0,,1998-03-31,1998-03-31,1.0,,1998-03-31,1998-03-31,1.0,,1998-03-31,1998-03-31,1.0,,1998-03-31,1998-03-31,1.0,,_FY_Q2_Q3_Q4,,,,,,,,,,,,,,,,,,,,,,,
334,ECL,1998-03-31,2020-12-31,1998-12-31,2020-12-31,24.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
335,ECO,1998-03-31,2002-12-31,1998-12-31,2002-12-31,5.0,,1998-12-31,2002-12-31,5.0,,1998-03-31,2002-12-31,23.0,,1998-03-31,2002-12-31,20.0,,1998-03-31,2002-12-31,23.0,,1998-03-31,2002-12-31,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
336,ED,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
337,EDS,1998-03-31,2008-06-30,1998-12-31,2007-12-31,10.0,,1998-12-31,2007-12-31,10.0,,1998-03-31,2008-06-30,40.0,,1998-03-31,2008-06-30,42.0,,1998-03-31,2008-06-30,40.0,,1998-03-31,2008-06-30,42.0,,,,,,,,,,,,_FY_Q3_Q4,,,,,,,,,,,,,
338,EFU1,1998-03-31,2000-06-30,1998-12-31,1999-12-31,2.0,,1998-12-31,1999-12-31,2.0,,1998-03-31,2000-06-30,10.0,,1998-03-31,2000-06-30,10.0,,1998-03-31,2000-06-30,10.0,,1998-03-31,2000-06-30,10.0,,,,_FY_Q3_Q4,,,,,,,,,,,,,,,,,,,,,
339,EFX,1998-03-31,2020-12-31,1998-12-31,2020-12-31,25.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,94.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
340,EHC,1998-03-31,2020-12-31,1998-12-31,2020-12-31,22.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,83.0,,1998-03-31,2020-12-31,86.0,,1998-03-31,2020-12-31,83.0,,1998-03-31,2020-12-31,86.0,,,,,,,_Q2_Q3,_Q2_Q3,,,,,,,,,,,,,,,,,
341,EIX,1998-03-31,2020-12-31,1998-12-31,2020-12-31,23.0,,1998-12-31,2020-12-31,23.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,1998-03-31,2020-12-31,93.0,,1998-03-31,2020-12-31,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
