,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
0,PH,MRT,2016-06-30,2016-06-30,2016-06-30,2021-09-08,-2227765000,12034142000,11964797000.0,5207787000,6826355000,0.95,33.971,-130586000,1221653000,1221653000,8823384000,807216000,2.201,1.63,3014244000,361787000,2652457000,3014244000,0,306843000,0,0.023,2.52,1250869000,1557712000,0.137,1557712000,1250869000,1114352000,5.96,5.89,5.96,4575255000,4812447750.0,4575255000,16768983590,13,10.765,1080192000,8.02,1.0,2537369000,0.223,3825608000,136517000,7635237000,7785555500.0,1173329000,1709834000,882342000,827492000,7455464000,2365888000,5089576000,14552333590,41069000,-43227000,-587239000,85843000,-341962000,-843358000,-264639000,-50831000,1210778000,-61712000,806840000,806840000,806840000,0,376000,0.071,1348323000,1189046000,1034589000,0.423,3.181,18.036,18.129,1568100000,0,108.05,1.281,1.281,1826103000,10302866000,11360753000,11360753000,0,0.067,0.168,0.161,0.11,71293000,1359360000,1.0,134681477,134681477,,84.353,8208534000,605155000,307512000,181992000,60.948,2841899000
1,PH,MRQ,2016-06-30,2016-06-30,2016-06-30,2021-09-08,-2227765000,12034142000,,5207787000,6826355000,,33.971,-33894000,1221653000,1221653000,2272455000,241911000,2.201,1.63,3014244000,361787000,2652457000,3014244000,0,75066000,0,0.023,0.63,368806000,443872000,0.15,443872000,368806000,336091000,1.8,1.77,1.8,4575255000,,4575255000,16768983590,13,10.765,472318000,3.507,1.0,684695000,0.232,3825608000,32715000,7635237000,,1173329000,1709834000,882342000,827492000,7455464000,2365888000,5089576000,14552333590,186682000,0,-122872000,-219712000,-85072000,-427656000,129821000,163346000,506212000,-21695000,241796000,241796000,241796000,0,115000,0.082,327535000,357160000,1034589000,0.35,3.181,18.036,18.129,1568100000,0,108.05,1.281,1.281,1826103000,10302866000,2957150000,2957150000,0,,,,,17558000,338572000,1.0,134681477,134681477,,21.957,8208534000,605155000,94295000,181992000,60.948,2841899000
2,PH,ART,2016-06-30,2016-08-26,2016-06-30,2021-09-08,-2227765000,12056738000,11970446000.0,5207787000,6848951000,0.949,34.169,-130586000,1221653000,1221653000,8823384000,807216000,2.201,1.634,3036840000,361840000,2675000000,3036840000,0,306843000,0,0.02,2.52,1250869000,1557712000,0.137,1557712000,1250869000,1114352000,5.96,5.89,5.96,4575255000,4812447750.0,4575255000,18317151663,15,11.759,1039257000,7.761,1.0,2537369000,0.223,3825608000,136517000,7680376000,7796840250.0,1173329000,1732430000,882342000,850088000,7478060000,2365941000,5112119000,16501964663,41069000,-43227000,-557449000,85843000,-341962000,-802423000,-264639000,-50831000,1169843000,-61712000,806840000,806840000,806840000,0,376000,0.071,1348323000,1189046000,1034589000,0.423,3.607,20.453,20.678,1568100000,0,123.24,1.453,1.453,1826103000,10302866000,11360753000,11360753000,0,0.067,0.168,0.16,0.11,71293000,1359360000,1.0,133901044,133901044,,84.844,8231130000,605155000,307512000,181992000,61.472,2841846000
3,PH,ARQ,2016-06-30,2016-08-26,2016-06-30,2021-09-08,-2227765000,12056738000,,5207787000,6848951000,,34.169,-33894000,1221653000,1221653000,2272455000,241911000,2.201,1.634,3036840000,361840000,2675000000,3036840000,0,75066000,0,0.02,1.26,368806000,443872000,0.15,443872000,368806000,336091000,1.8,1.77,1.8,4575255000,,4575255000,18317151663,15,11.759,454450000,3.394,1.0,684695000,0.232,3825608000,32715000,7680376000,,1173329000,1732430000,882342000,850088000,7478060000,2365941000,5112119000,16501964663,186682000,0,-107468000,-219712000,-85072000,-409788000,129821000,163346000,488344000,-21695000,241796000,241796000,241796000,0,115000,0.082,327535000,357160000,1034589000,0.7,3.607,20.453,20.678,1568100000,0,123.24,1.453,1.453,1826103000,10302866000,2957150000,2957150000,0,,,,,17558000,338572000,1.0,133901044,133901044,,22.085,8231130000,605155000,94295000,181992000,61.472,2841846000
