,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
0,EXC,MRT,2005-06-30,2005-06-30,2005-06-30,2021-08-04,-1601000000,42082000000,42318250000.0,4038000000,38044000000,0.333,14.984,-2173000000.0,592000000,592000000,9075000000.0,1966000000.0,0.831,3.183,14072000000,1526000000,12546000000,14072000000,0,1971000000.0,0,0.029,1.505,3526000000.0,5497000000.0,0.39,5497000000.0,3526000000.0,2731000000.0,2.96,2.91,2.96,10039000000,9696750000.0,10039000000,48210370479,14.0,8.77,604000000.0,0.901,1.0,5030000000.0,0.357,4696000000,795000000.0,46004000000,45779000000.0,516000000,1677000000,508000000,1169000000,31955000000,4862000000,27093000000,34314370479,-195000000.0,141000000.0,241000000.0,58000000.0,-1002000000.0,-787000000.0,-2185000000.0,-238000000.0,2777000000.0,0.0,1966000000.0,1966000000.0,1966000000.0,18000000.0,0.0,0.139,1327000000.0,3703000000.0,1237000000,0.508,3.418,17.454,17.341,21390000000,0.0,51.33,2.433,2.438,1613000000,3853000000,14105000000.0,14105000000.0,0.0,0.046,0.203,0.077,0.25,0.0,0.0,1.0,668505172,670000000,677000000.0,21.052,37386000000,108000000,765000000.0,5127000000,55.8,-824000000
1,EXC,MRQ,2005-06-30,2005-06-30,2005-06-30,2021-08-04,-1601000000,42082000000,,4038000000,38044000000,,14.984,-546000000.0,592000000,592000000,2262000000.0,514000000.0,0.831,3.183,14072000000,1526000000,12546000000,14072000000,0,483000000.0,0,0.029,0.4,931000000.0,1414000000.0,0.406,1414000000.0,931000000.0,721000000.0,0.77,0.76,0.77,10039000000,,10039000000,48210370479,14.0,8.77,749000000.0,1.118,1.0,1222000000.0,0.351,4696000000,210000000.0,46004000000,,516000000,1677000000,508000000,1169000000,31955000000,4862000000,27093000000,34314370479,185000000.0,0.0,53000000.0,-266000000.0,-268000000.0,-533000000.0,-577000000.0,-55000000.0,1295000000.0,0.0,514000000.0,514000000.0,514000000.0,2000000.0,0.0,0.148,325000000.0,897000000.0,1237000000,0.519,3.418,17.454,17.341,21390000000,0.0,51.33,2.433,2.438,1613000000,3853000000,3484000000.0,3484000000.0,0.0,,,,,0.0,0.0,1.0,668505172,670000000,677000000.0,5.2,37386000000,108000000,207000000.0,5127000000,55.8,-824000000
2,EXC,ART,2005-06-30,2005-07-26,2005-06-30,2021-08-04,-1601000000,42082000000,42329750000.0,4038000000,38044000000,0.338,14.984,-2142000000.0,592000000,592000000,9258000000.0,1966000000.0,0.831,3.183,14072000000,1526000000,12546000000,14072000000,0,1964000000.0,0,0.029,1.505,3552000000.0,5516000000.0,0.386,5516000000.0,3552000000.0,2716000000.0,2.96,2.91,2.96,10039000000,9680250000.0,10039000000,48543451989,14.0,8.8,635000000.0,0.948,1.0,5030000000.0,0.352,4696000000,836000000.0,46004000000,45779000000.0,516000000,1677000000,508000000,1169000000,31955000000,4862000000,27093000000,35063451989,-220000000.0,108000000.0,241000000.0,31000000.0,-1002000000.0,-787000000.0,-2210000000.0,-179000000.0,2777000000.0,0.0,1966000000.0,1966000000.0,1966000000.0,-12000000.0,0.0,0.138,1333000000.0,3697000000.0,1237000000,0.508,3.493,17.835,17.666,21390000000,0.0,52.29,2.454,2.452,1613000000,3853000000,14288000000.0,14288000000.0,0.0,0.046,0.203,0.078,0.249,0.0,0.0,1.0,670557506,670000000,677000000.0,21.325,37386000000,108000000,750000000.0,5127000000,55.8,-824000000
3,EXC,ARQ,2005-06-30,2005-07-26,2005-06-30,2021-08-04,-1601000000,42082000000,,4038000000,38044000000,,14.984,-546000000.0,592000000,592000000,2262000000.0,514000000.0,0.831,3.183,14072000000,1526000000,12546000000,14072000000,0,483000000.0,0,0.029,0.4,931000000.0,1414000000.0,0.406,1414000000.0,931000000.0,721000000.0,0.77,0.76,0.77,10039000000,,10039000000,48543451989,14.0,8.8,749000000.0,1.118,1.0,1222000000.0,0.351,4696000000,210000000.0,46004000000,,516000000,1677000000,508000000,1169000000,31955000000,4862000000,27093000000,35063451989,185000000.0,0.0,53000000.0,-266000000.0,-268000000.0,-533000000.0,-577000000.0,-55000000.0,1295000000.0,0.0,514000000.0,514000000.0,514000000.0,2000000.0,0.0,0.148,325000000.0,897000000.0,1237000000,0.519,3.493,17.835,17.666,21390000000,0.0,52.29,2.454,2.452,1613000000,3853000000,3484000000.0,3484000000.0,0.0,,,,,0.0,0.0,1.0,670557506,670000000,677000000.0,5.2,37386000000,108000000,207000000.0,5127000000,55.8,-824000000
