,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,consolinc,cor,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
0,0.9502855585347456,0.9499432686151837,0.46133708584504407,0.7872161053745856,0.7869752346904495,0.4604940384505676,0.9400865866722448,0.9695869067767066,0.9502348489170327,0.9502348489170327,0.9727499191815467,0.972819644905902,0.7840784477786018,0.949841849379758,0.9503235907480303,0.7865061707266054,0.7844207376981637,0.9503235907480303,0.9502602037258892,0.9694664714346385,0.9502602037258892,0.974340933437288,0.9997147584003651,0.9727499191815467,0.9686044079335197,0.9681733761829603,0.9686044079335197,0.9727499191815467,0.9727499191815467,0.9637806555485829,0.9519082663015574,0.9637806555485829,0.9500573652550377,0.46141315027161334,0.9500573652550377,0.9036707424521904,0.9002922141720704,0.8988469900672537,0.9692446168571447,0.9523139432432604,1.0,0.972819644905902,0.9723379035376297,0.9501461070860352,0.9728069675014738,0.9499432686151837,0.46133708584504407,0.9501270909793929,0.9500827200638942,0.7872287827790139,0.7872287827790139,0.9499939782328966,0.7843256571649521,0.7841101412896724,0.9187822085306254,0.968972052661938,0.9695869067767066,0.9694157618169256,0.9694157618169256,0.9694157618169256,0.9694157618169256,0.9695869067767066,0.9695869067767066,0.9692572942615729,0.9681036504586051,0.9727499191815467,0.9727499191815467,0.9727499191815467,0.9727499191815467,0.9727499191815467,0.9722681778132745,0.972819644905902,0.972819644905902,0.9503235907480303,0.9613465938983653,0.9166587432888991,0.914788826135737,0.9358269787843637,0.9501778005971058,0.9727562578837609,0.9745564493125678,0.9148078422423793,0.931700483642979,0.9501968167037481,0.9097368804710924,0.972819644905902,0.972819644905902,0.972762596585975,0.46046868364171123,0.4605447480682805,0.46046868364171123,0.4995594601961194,0.9692572942615729,0.972819644905902,0.9968813585106585,0.9278719075056573,0.97457546541921,0.6532539727816127,0.9554325847326018,0.9499432686151837,0.9501651231926775,0.9727816126926173,0.9502982359391738,0.9399788287346049,0.7841164799918865
