,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
0,STX,MRT,2002-06-30,2002-06-28,2002-06-28,2021-08-07,0.0,3095000000.0,3030500000.0,1962000000.0,1133000000.0,2.009,1.599,-540000000.0,612000000.0,612000000.0,4494000000.0,153000000.0,1.224,3.828,751000000.0,2000000.0,749000000.0,751000000.0,0.0,405000000.0,0.0,,0.0,316000000.0,721000000.0,0.118,721000000.0,316000000.0,239000000.0,0.38,0.36,0.38,641000000.0,647000000.0,641000000.0,,,,365000000.0,0.91,1.0,1593000000.0,0.262,0.0,77000000.0,1631000000.0,1680000000.0,347000000.0,231000000.0,231000000.0,0.0,2454000000.0,1603000000.0,851000000.0,,-114000000.0,0.0,4000000.0,-213000000.0,-200000000.0,-409000000.0,-610000000.0,-48000000.0,905000000.0,0.0,153000000.0,153000000.0,153000000.0,0.0,0.0,0.025,1219000000.0,374000000.0,755000000.0,0.0,,,,1022000000.0,0.0,,,,614000000.0,43000000.0,6087000000.0,6087000000.0,698000000.0,0.05,0.236,0.188,0.052,0.0,498000000.0,1.0,,401000000.0,428000000.0,15.18,3095000000.0,0.0,86000000.0,170000000.0,7.718,359000000.0
1,STX,MRQ,2002-06-30,2002-06-28,2002-06-28,2021-08-07,0.0,3095000000.0,,1962000000.0,1133000000.0,,1.587,-219000000.0,612000000.0,612000000.0,1126000000.0,-198000000.0,1.224,3.828,751000000.0,2000000.0,749000000.0,751000000.0,0.0,98000000.0,0.0,,0.0,-148000000.0,-50000000.0,-0.034,-50000000.0,-148000000.0,-164000000.0,-0.5,-0.49,-0.5,641000000.0,,641000000.0,,,,114000000.0,0.282,1.0,347000000.0,0.236,0.0,16000000.0,1631000000.0,,347000000.0,231000000.0,231000000.0,0.0,2454000000.0,1603000000.0,851000000.0,,-366000000.0,0.0,1000000.0,-190000000.0,-167000000.0,-363000000.0,-336000000.0,-106000000.0,333000000.0,0.0,-198000000.0,-198000000.0,-198000000.0,0.0,0.0,-0.134,406000000.0,-59000000.0,755000000.0,0.0,,,,1022000000.0,0.0,,,,614000000.0,43000000.0,1473000000.0,1473000000.0,206000000.0,,,,,0.0,196000000.0,1.0,,404000000.0,479000000.0,3.646,3095000000.0,0.0,34000000.0,170000000.0,7.661,359000000.0
2,STX,ART,2002-06-30,2002-12-06,2002-06-28,2021-08-07,0.0,3095000000.0,,1962000000.0,1133000000.0,,1.599,-540000000.0,612000000.0,612000000.0,4494000000.0,153000000.0,1.224,3.828,751000000.0,2000000.0,749000000.0,751000000.0,0.0,405000000.0,0.0,,0.0,316000000.0,721000000.0,0.118,721000000.0,316000000.0,239000000.0,0.38,0.36,0.38,641000000.0,,641000000.0,,,,365000000.0,0.91,1.0,1593000000.0,0.262,6000000.0,77000000.0,1625000000.0,,347000000.0,231000000.0,231000000.0,0.0,2454000000.0,1603000000.0,851000000.0,,-114000000.0,0.0,4000000.0,-213000000.0,-200000000.0,-411000000.0,-610000000.0,-48000000.0,905000000.0,2000000.0,153000000.0,153000000.0,153000000.0,0.0,0.0,0.025,1219000000.0,374000000.0,755000000.0,0.0,,,,1022000000.0,0.0,,,,614000000.0,43000000.0,6087000000.0,6087000000.0,698000000.0,,,,0.052,0.0,498000000.0,1.0,428719492.0,401000000.0,428000000.0,15.18,3089000000.0,0.0,86000000.0,170000000.0,7.703,359000000.0
3,STX,ART,2002-06-30,2002-11-27,2002-06-28,2021-08-07,0.0,3095000000.0,,1962000000.0,1133000000.0,,1.599,-540000000.0,612000000.0,612000000.0,4494000000.0,153000000.0,1.224,3.828,751000000.0,2000000.0,749000000.0,751000000.0,0.0,405000000.0,0.0,,0.0,316000000.0,721000000.0,0.118,721000000.0,316000000.0,239000000.0,0.38,0.36,0.38,641000000.0,,641000000.0,,,,365000000.0,0.91,1.0,1593000000.0,0.262,6000000.0,77000000.0,1625000000.0,,347000000.0,231000000.0,231000000.0,0.0,2454000000.0,1603000000.0,851000000.0,,-114000000.0,0.0,4000000.0,-213000000.0,-200000000.0,-411000000.0,-610000000.0,-48000000.0,905000000.0,2000000.0,153000000.0,153000000.0,153000000.0,0.0,0.0,0.025,1219000000.0,374000000.0,755000000.0,0.0,,,,1022000000.0,0.0,,,,614000000.0,43000000.0,6087000000.0,6087000000.0,698000000.0,,,,0.052,0.0,498000000.0,1.0,428719492.0,401000000.0,428000000.0,15.18,3089000000.0,0.0,86000000.0,170000000.0,7.703,359000000.0
4,STX,ART,2002-06-30,2002-11-18,2002-06-28,2021-08-07,0.0,3095000000.0,,1962000000.0,1133000000.0,,1.599,-540000000.0,612000000.0,612000000.0,4494000000.0,153000000.0,1.224,3.828,751000000.0,2000000.0,749000000.0,751000000.0,0.0,405000000.0,0.0,,0.0,316000000.0,721000000.0,0.118,721000000.0,316000000.0,239000000.0,0.38,0.36,0.38,641000000.0,,641000000.0,,,,365000000.0,0.91,1.0,1593000000.0,0.262,6000000.0,77000000.0,1625000000.0,,347000000.0,231000000.0,231000000.0,0.0,2454000000.0,1603000000.0,851000000.0,,-114000000.0,0.0,4000000.0,-213000000.0,-200000000.0,-411000000.0,-610000000.0,-48000000.0,905000000.0,2000000.0,153000000.0,153000000.0,153000000.0,0.0,0.0,0.025,1219000000.0,374000000.0,755000000.0,0.0,,,,1022000000.0,0.0,,,,614000000.0,43000000.0,6087000000.0,6087000000.0,698000000.0,,,,0.052,0.0,498000000.0,1.0,428719492.0,401000000.0,428000000.0,15.18,3089000000.0,0.0,86000000.0,170000000.0,7.703,359000000.0
5,STX,ART,2002-06-30,2002-11-08,2002-06-28,2021-08-07,0.0,3095000000.0,,1962000000.0,1133000000.0,,1.599,-540000000.0,612000000.0,612000000.0,4494000000.0,153000000.0,1.224,3.828,751000000.0,2000000.0,749000000.0,751000000.0,0.0,405000000.0,0.0,,0.0,316000000.0,721000000.0,0.118,721000000.0,316000000.0,239000000.0,0.38,0.36,0.38,641000000.0,,641000000.0,,,,365000000.0,0.91,1.0,1593000000.0,0.262,6000000.0,77000000.0,1625000000.0,,347000000.0,231000000.0,231000000.0,0.0,2454000000.0,1603000000.0,851000000.0,,-114000000.0,0.0,4000000.0,-213000000.0,-200000000.0,-411000000.0,-610000000.0,-48000000.0,905000000.0,2000000.0,153000000.0,153000000.0,153000000.0,0.0,0.0,0.025,1219000000.0,374000000.0,755000000.0,0.0,,,,1022000000.0,0.0,,,,614000000.0,43000000.0,6087000000.0,6087000000.0,698000000.0,,,,0.052,0.0,498000000.0,1.0,428719492.0,401000000.0,428000000.0,15.18,3089000000.0,0.0,86000000.0,170000000.0,7.703,359000000.0
6,STX,ART,2002-06-30,2002-10-11,2002-06-28,2021-08-07,0.0,3095000000.0,,1962000000.0,1133000000.0,,1.599,-540000000.0,612000000.0,612000000.0,4494000000.0,153000000.0,1.224,3.828,751000000.0,2000000.0,749000000.0,751000000.0,0.0,405000000.0,0.0,,0.0,316000000.0,721000000.0,0.118,721000000.0,316000000.0,239000000.0,0.38,0.36,0.38,641000000.0,,641000000.0,,,,365000000.0,0.91,1.0,1593000000.0,0.262,6000000.0,77000000.0,1625000000.0,,347000000.0,231000000.0,231000000.0,0.0,2454000000.0,1603000000.0,851000000.0,,-114000000.0,0.0,4000000.0,-213000000.0,-200000000.0,-411000000.0,-610000000.0,-48000000.0,905000000.0,2000000.0,153000000.0,153000000.0,153000000.0,0.0,0.0,0.025,1219000000.0,374000000.0,755000000.0,0.0,,,,1022000000.0,0.0,,,,614000000.0,43000000.0,6087000000.0,6087000000.0,698000000.0,,,,0.052,0.0,498000000.0,1.0,428719492.0,401000000.0,428000000.0,15.18,3089000000.0,0.0,86000000.0,170000000.0,7.703,359000000.0
7,STX,ARQ,2002-06-30,2002-12-06,2002-06-28,2021-08-07,0.0,3095000000.0,,1962000000.0,1133000000.0,,1.599,,612000000.0,612000000.0,,,1.224,3.828,751000000.0,2000000.0,749000000.0,751000000.0,0.0,,0.0,,0.0,,,,,,,,,,641000000.0,,641000000.0,,,,,,1.0,,,6000000.0,,1625000000.0,,347000000.0,231000000.0,231000000.0,0.0,2454000000.0,1603000000.0,851000000.0,,,,,,,,,,,,,,,,,,,,755000000.0,,,,,1022000000.0,,,,,614000000.0,43000000.0,,,,,,,,,,1.0,428719492.0,401000000.0,,,3089000000.0,0.0,,170000000.0,7.703,359000000.0
8,STX,ARQ,2002-06-30,2002-11-27,2002-06-28,2021-08-07,0.0,3095000000.0,,1962000000.0,1133000000.0,,1.599,,612000000.0,612000000.0,,,1.224,3.828,751000000.0,2000000.0,749000000.0,751000000.0,0.0,,0.0,,0.0,,,,,,,,,,641000000.0,,641000000.0,,,,,,1.0,,,6000000.0,,1625000000.0,,347000000.0,231000000.0,231000000.0,0.0,2454000000.0,1603000000.0,851000000.0,,,,,,,,,,,,,,,,,,,,755000000.0,,,,,1022000000.0,,,,,614000000.0,43000000.0,,,,,,,,,,1.0,428719492.0,401000000.0,,,3089000000.0,0.0,,170000000.0,7.703,359000000.0
9,STX,ARQ,2002-06-30,2002-11-18,2002-06-28,2021-08-07,0.0,3095000000.0,,1962000000.0,1133000000.0,,1.599,,612000000.0,612000000.0,,,1.224,3.828,751000000.0,2000000.0,749000000.0,751000000.0,0.0,,0.0,,0.0,,,,,,,,,,641000000.0,,641000000.0,,,,,,1.0,,,6000000.0,,1625000000.0,,347000000.0,231000000.0,231000000.0,0.0,2454000000.0,1603000000.0,851000000.0,,,,,,,,,,,,,,,,,,,,755000000.0,,,,,1022000000.0,,,,,614000000.0,43000000.0,,,,,,,,,,1.0,428719492.0,401000000.0,,,3089000000.0,0.0,,170000000.0,7.703,359000000.0
10,STX,ARQ,2002-06-30,2002-11-08,2002-06-28,2021-08-07,0.0,3095000000.0,,1962000000.0,1133000000.0,,1.599,,612000000.0,612000000.0,,,1.224,3.828,751000000.0,2000000.0,749000000.0,751000000.0,0.0,,0.0,,0.0,,,,,,,,,,641000000.0,,641000000.0,,,,,,1.0,,,6000000.0,,1625000000.0,,347000000.0,231000000.0,231000000.0,0.0,2454000000.0,1603000000.0,851000000.0,,,,,,,,,,,,,,,,,,,,755000000.0,,,,,1022000000.0,,,,,614000000.0,43000000.0,,,,,,,,,,1.0,428719492.0,401000000.0,,,3089000000.0,0.0,,170000000.0,7.703,359000000.0
11,STX,ARQ,2002-06-30,2002-10-11,2002-06-28,2021-08-07,0.0,3095000000.0,,1962000000.0,1133000000.0,,1.599,,612000000.0,612000000.0,,,1.224,3.828,751000000.0,2000000.0,749000000.0,751000000.0,0.0,,0.0,,0.0,,,,,,,,,,641000000.0,,641000000.0,,,,,,1.0,,,6000000.0,,1625000000.0,,347000000.0,231000000.0,231000000.0,0.0,2454000000.0,1603000000.0,851000000.0,,,,,,,,,,,,,,,,,,,,755000000.0,,,,,1022000000.0,,,,,614000000.0,43000000.0,,,,,,,,,,1.0,428719492.0,401000000.0,,,3089000000.0,0.0,,170000000.0,7.703,359000000.0
