,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
0,ZBH,MRT,2000-12-31,2000-12-31,2000-12-31,2021-08-03,7000000.0,597400000.0,601700000.0,419400000.0,178000000.0,1.729,1.348,-29000000.0,0.0,0.0,290900000.0,176000000.0,2.244,1.289,0.0,0.0,0.0,0.0,0.0,23100000.0,0.0,,0.0,268000000.0,291100000.0,0.28,291100000.0,268000000.0,268000000.0,0.91,0.91,0.91,261000000.0,322500000.0,261000000.0,,,,203400000.0,1.051,1.0,749700000.0,0.72,0.0,0.0,410500000.0,400750000.0,152300000.0,0.0,0.0,0.0,336400000.0,186900000.0,149500000.0,,0.0,0.0,0.0,0.0,0.0,-203400000.0,-29000000.0,0.0,232400000.0,0.0,176000000.0,176000000.0,176000000.0,0.0,0.0,0.169,481700000.0,268000000.0,194100000.0,0.0,,,,118500000.0,0.0,,,,188700000.0,0.0,1040600000.0,1040600000.0,52000000.0,0.293,0.546,0.669,0.258,0.0,429700000.0,1.0,193610653.0,193600000.0,193600000.0,5.375,597400000.0,77000000.0,92000000.0,10500000.0,3.086,232500000.0
1,ZBH,MRQ,2000-12-31,2000-12-31,2000-12-31,2021-08-03,7000000.0,597400000.0,,419400000.0,178000000.0,,1.348,-5300000.0,0.0,0.0,80200000.0,47500000.0,2.244,1.289,0.0,0.0,0.0,0.0,0.0,6400000.0,0.0,,0.0,72400000.0,78800000.0,0.287,78800000.0,72400000.0,72400000.0,0.25,0.25,0.25,261000000.0,,261000000.0,,,,59800000.0,0.309,1.0,194200000.0,0.708,0.0,0.0,410500000.0,,152300000.0,0.0,0.0,0.0,336400000.0,186900000.0,149500000.0,,0.0,0.0,0.0,0.0,0.0,-59800000.0,-5300000.0,0.0,65100000.0,0.0,47500000.0,47500000.0,47500000.0,0.0,0.0,0.173,121800000.0,72400000.0,194100000.0,0.0,,,,118500000.0,0.0,,,,188700000.0,0.0,274400000.0,274400000.0,15700000.0,,,,,0.0,106100000.0,1.0,193610653.0,193600000.0,193600000.0,1.417,597400000.0,77000000.0,24900000.0,10500000.0,3.086,232500000.0
2,ZBH,ART,2000-12-31,2001-07-12,2000-12-31,2021-08-03,7000000.0,597000000.0,,419000000.0,178000000.0,,1.312,-29000000.0,0.0,0.0,291000000.0,176000000.0,1.247,1.35,0.0,0.0,0.0,0.0,0.0,23000000.0,0.0,,0.0,268000000.0,291000000.0,0.28,291000000.0,268000000.0,268000000.0,,,,254000000.0,,254000000.0,,,,203000000.0,1.048,1.0,750000000.0,0.72,0.0,0.0,261000000.0,,152000000.0,0.0,0.0,0.0,343000000.0,336000000.0,7000000.0,,0.0,0.0,0.0,0.0,0.0,-203000000.0,-29000000.0,0.0,232000000.0,,176000000.0,176000000.0,176000000.0,0.0,0.0,0.169,482000000.0,268000000.0,199000000.0,,,,,118000000.0,0.0,,,,189000000.0,,1041000000.0,1041000000.0,52000000.0,,,,0.257,0.0,430000000.0,1.0,193610653.0,193610653.0,,5.377,597000000.0,37000000.0,92000000.0,11000000.0,3.084,83000000.0
3,ZBH,ART,2000-12-31,2001-07-06,2000-12-31,2021-08-03,7000000.0,597000000.0,,419000000.0,178000000.0,,1.312,-29000000.0,0.0,0.0,291000000.0,176000000.0,1.247,1.35,0.0,0.0,0.0,0.0,0.0,23000000.0,0.0,,0.0,268000000.0,291000000.0,0.28,291000000.0,268000000.0,268000000.0,,,,254000000.0,,254000000.0,,,,203000000.0,1.048,1.0,750000000.0,0.72,0.0,0.0,261000000.0,,152000000.0,0.0,0.0,0.0,343000000.0,336000000.0,7000000.0,,0.0,0.0,0.0,0.0,0.0,-203000000.0,-29000000.0,0.0,232000000.0,,176000000.0,176000000.0,176000000.0,0.0,0.0,0.169,482000000.0,268000000.0,199000000.0,,,,,118000000.0,0.0,,,,189000000.0,,1041000000.0,1041000000.0,52000000.0,,,,0.257,0.0,430000000.0,1.0,193610653.0,193610653.0,,5.377,597000000.0,37000000.0,92000000.0,11000000.0,3.084,83000000.0
4,ZBH,ART,2000-12-31,2001-06-18,2000-12-31,2021-08-03,7000000.0,597000000.0,,419000000.0,178000000.0,,1.312,-29000000.0,0.0,0.0,291000000.0,176000000.0,1.247,1.35,0.0,0.0,0.0,0.0,0.0,23000000.0,0.0,,0.0,268000000.0,291000000.0,0.28,291000000.0,268000000.0,268000000.0,,,,254000000.0,,254000000.0,,,,203000000.0,1.048,1.0,750000000.0,0.72,0.0,0.0,261000000.0,,152000000.0,0.0,0.0,0.0,343000000.0,336000000.0,7000000.0,,0.0,0.0,0.0,0.0,0.0,-203000000.0,-29000000.0,0.0,232000000.0,,176000000.0,176000000.0,176000000.0,0.0,0.0,0.169,482000000.0,268000000.0,199000000.0,,,,,118000000.0,0.0,,,,189000000.0,,1041000000.0,1041000000.0,52000000.0,,,,0.257,0.0,430000000.0,1.0,193610653.0,193610653.0,,5.377,597000000.0,37000000.0,92000000.0,11000000.0,3.084,83000000.0
5,ZBH,ART,2000-12-31,2001-05-11,2000-12-31,2021-08-03,7000000.0,597000000.0,,419000000.0,178000000.0,,1.312,-29000000.0,0.0,0.0,291000000.0,176000000.0,1.247,1.35,0.0,0.0,0.0,0.0,0.0,23000000.0,0.0,,0.0,268000000.0,291000000.0,0.28,291000000.0,268000000.0,268000000.0,,,,254000000.0,,254000000.0,,,,203000000.0,1.048,1.0,750000000.0,0.72,0.0,0.0,261000000.0,,152000000.0,0.0,0.0,0.0,343000000.0,336000000.0,7000000.0,,0.0,0.0,0.0,0.0,0.0,-203000000.0,-29000000.0,0.0,232000000.0,,176000000.0,176000000.0,176000000.0,0.0,0.0,0.169,482000000.0,268000000.0,199000000.0,,,,,118000000.0,0.0,,,,189000000.0,,1041000000.0,1041000000.0,52000000.0,,,,0.257,0.0,430000000.0,1.0,193610653.0,193610653.0,,5.377,597000000.0,37000000.0,92000000.0,11000000.0,3.084,83000000.0
6,ZBH,ART,2000-12-31,2001-03-26,2000-12-31,2021-08-03,7000000.0,597000000.0,,419000000.0,178000000.0,,1.312,-29000000.0,0.0,0.0,291000000.0,176000000.0,1.247,1.35,0.0,0.0,0.0,0.0,0.0,23000000.0,0.0,,0.0,268000000.0,291000000.0,0.28,291000000.0,268000000.0,268000000.0,,,,254000000.0,,254000000.0,,,,203000000.0,1.048,1.0,750000000.0,0.72,0.0,0.0,261000000.0,,152000000.0,0.0,0.0,0.0,343000000.0,336000000.0,7000000.0,,0.0,0.0,0.0,0.0,0.0,-203000000.0,-29000000.0,0.0,232000000.0,,176000000.0,176000000.0,176000000.0,0.0,0.0,0.169,482000000.0,268000000.0,199000000.0,,,,,118000000.0,0.0,,,,189000000.0,,1041000000.0,1041000000.0,52000000.0,,,,0.257,0.0,430000000.0,1.0,193610653.0,193610653.0,,5.377,597000000.0,37000000.0,92000000.0,11000000.0,3.084,83000000.0
7,ZBH,ARQ,2000-12-31,2001-07-12,2000-12-31,2021-08-03,7000000.0,597000000.0,,419000000.0,178000000.0,,1.312,,0.0,0.0,,,1.247,1.35,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,254000000.0,,254000000.0,,,,,,1.0,,,0.0,,261000000.0,,152000000.0,0.0,0.0,0.0,343000000.0,336000000.0,7000000.0,,,,,,,,,,,,,,,,,,,,199000000.0,,,,,118000000.0,,,,,189000000.0,,,,,,,,,,,1.0,193610653.0,193610653.0,,,597000000.0,37000000.0,,11000000.0,3.084,83000000.0
8,ZBH,ARQ,2000-12-31,2001-07-06,2000-12-31,2021-08-03,7000000.0,597000000.0,,419000000.0,178000000.0,,1.312,,0.0,0.0,,,1.247,1.35,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,254000000.0,,254000000.0,,,,,,1.0,,,0.0,,261000000.0,,152000000.0,0.0,0.0,0.0,343000000.0,336000000.0,7000000.0,,,,,,,,,,,,,,,,,,,,199000000.0,,,,,118000000.0,,,,,189000000.0,,,,,,,,,,,1.0,193610653.0,193610653.0,,,597000000.0,37000000.0,,11000000.0,3.084,83000000.0
9,ZBH,ARQ,2000-12-31,2001-06-18,2000-12-31,2021-08-03,7000000.0,597000000.0,,419000000.0,178000000.0,,1.312,,0.0,0.0,,,1.247,1.35,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,254000000.0,,254000000.0,,,,,,1.0,,,0.0,,261000000.0,,152000000.0,0.0,0.0,0.0,343000000.0,336000000.0,7000000.0,,,,,,,,,,,,,,,,,,,,199000000.0,,,,,118000000.0,,,,,189000000.0,,,,,,,,,,,1.0,193610653.0,193610653.0,,,597000000.0,37000000.0,,11000000.0,3.084,83000000.0
